"","id","original","machine.predicted.rf","machine.predicted.svm","machine.predicted.nnet","machine.probabilities.rf","machine.probabilities.svm","machine.probabilities.nnet"
"41","55b91b61421aa96ecf85545f_6quneitra","1","1","1","1","0.779666666666667","0.890684457488553","0.731598519281425"
"42","55896823421aa9750300a2f2_4idlib","1","1","1","1","0.582666666666667","0.771271962057685","0.947479510775218"
"43","55c1e6e4421aa90cde1ed550_0rifdimashq","1","1","1","1","0.826666666666667","0.925509573431068","0.941927051161825"
"44","55d26a53421aa95c4f6dbcdd_0damascus","1","1","1","1","0.991666666666667","0.870843243109378","0.9929920195562"
"45","558bcc46421aa912f5ca70fc_6hasakah","1","1","1","1","0.709","0.730985818623257","0.839586450501709"
"46","55896823421aa9750300a2f2_4raqqah","1","0","0","0","0.421333333333333","0.150612640449759","0.132314265722551"
"47","55d26a53421aa95c4f6dbcdd_0latakia","0","0","0","0","0.18","0.18707443520705","0.448528176704843"
"48","558bcc46421aa912f5ca70fc_6quneitra","0","0","0","0","0.217333333333333","0.106445314767801","0.134260565339445"
"49","55d26a53421aa95c4f6dbcdd_0rifdimashq","1","1","1","1","0.898","0.882777938781304","0.816283855373385"
"50","558bcc46421aa912f5ca70fc_6raqqah","1","1","1","1","0.698","0.580250729899849","0.716517720954269"
"51","55da19bc421aa96dfa5424a1_4damascus","0","1","1","1","0.612333333333333","0.738372578039477","0.697844511224665"
"52","55d427be421aa95c5649d574_0aleppo","0","0","0","0","0.310666666666667","0.127082912306198","0.186747739552804"
"53","559e80bf421aa93dcb76a8bf_6damascus","0","0","0","0","0.0313333333333333","0.107006250571386","0.0720079684870819"
"54","55da19bc421aa96dfa5424a1_4quneitra","0","1","1","1","0.583666666666667","0.703701219420013","0.727211678402531"
"55","55d427be421aa95c5649d574_0damascus","0","1","1","0","0.661666666666667","0.657767038522322","0.311244440456926"
"56","559e80bf421aa93dcb76a8bf_6idlib","1","1","1","1","0.986","0.902704869483303","0.990522159532861"
"57","55da19bc421aa96dfa5424a1_4rifdimashq","1","1","1","1","0.751","0.916893108009124","0.96284250601126"
"58","55a0f079421aa9098d117862_1aleppo","1","1","1","1","0.854666666666667","0.898161011250456","0.814257000476339"
"59","55a79c3b421aa909ce71ee65_4aleppo","1","1","1","1","0.925","0.918398439040854","0.971839735933266"
"60","55d427be421aa95c5649d574_0idlib","1","1","1","1","0.671666666666667","0.75032961430052","0.554870187686646"
"61","55ddde7d421aa95dd96a94da_1damascus","0","0","0","0","0.0216666666666667","0.128366269973272","0.112717314923759"
"62","559e80bf421aa93dcb76a8bf_6raqqah","1","0","0","0","0.117","0.093656288980973","0.108590670019208"
"63","55a79c3b421aa909ce71ee65_4idlib","1","1","1","1","0.822","0.756425438524604","0.868450178367214"
"64","55d427be421aa95c5649d574_0latakia","1","0","0","0","0.304","0.272170942195397","0.26609280983629"
"65","55ddde7d421aa95dd96a94da_1hama","0","0","0","0","0.264666666666667","0.224146322295383","0.101514999292016"
"66","55b8c629421aa90a6fee3798_6damascus","0","0","0","0","0.353333333333333","0.226664105810016","0.31264353526535"
"67","55a79c3b421aa909ce71ee65_4rifdimashq","1","0","0","1","0.379333333333333","0.240672865464703","0.523900790160054"
"68","55ddde7d421aa95dd96a94da_1idlib","0","0","0","0","0.250333333333333","0.257332617112416","0.0856871857036993"
"69","55b8c629421aa90a6fee3798_6quneitra","1","1","1","1","0.911333333333333","0.905125659891512","0.94556608807401"
"70","55ddde7d421aa95dd96a94da_1latakia","1","1","1","1","0.973","0.902756749354794","0.937598553005578"
"71","560e747e421aa97b35ad4ee6_1raqqah","1","1","1","1","0.987333333333333","0.894107709588911","0.915335146890707"
"72","55ec84ee421aa954bea281ad_0suwayda","1","1","1","1","0.963","0.947865634901782","0.825812007787124"
"73","561646bb421aa97af005d869_5aleppo","0","0","0","0","0.25","0.140492188335639","0.180694933836815"
"74","55ddb13b421aa94d3d7c25d2_1aleppo","1","1","1","1","0.625","0.825665289845998","0.631303713144553"
"75","55f66f95421aa97b46b8197a_6damascus","0","1","1","1","0.926666666666667","0.912224743735125","0.952239151165942"
"76","561646bb421aa97af005d869_5hama","1","1","1","1","0.808666666666667","0.904933855585192","0.898067487919602"
"77","55f66f95421aa97b46b8197a_6idlib","0","0","0","0","0.149333333333333","0.11781193950085","0.10303831916749"
"78","561646bb421aa97af005d869_5idlib","1","1","1","1","0.629","0.738493146710306","0.84507192085093"
"79","560bdce0421aa97ab4ecd163_5aleppo","1","0","0","0","0.294666666666667","0.145982352528339","0.124823482988055"
"80","561238e8421aa97b242437b9_4;56124780421aa97ab98a71ab_4idlib","1","1","1","1","0.843333333333333","0.931508077982093","0.886504116215861"
"81","561646bb421aa97af005d869_5latakia","0","0","0","0","0.255333333333333","0.145603788696442","0.206986822691479"
"82","56211d7e421aa972418acf4d_0;56211eaa421aa972786347d3_4aleppo","1","1","1","1","0.715333333333333","0.820024019378431","0.834577570963469"
"83","560046a3421aa94ca454e390_6aleppo","1","1","1","1","0.794666666666667","0.881284127366434","0.538806290609639"
"84","560bdce0421aa97ab4ecd163_5hama","1","1","1","1","0.959","0.920534992294188","0.964625069077686"
"85","561238e8421aa97b242437b9_4;56124780421aa97ab98a71ab_4latakia","1","0","0","0","0.352","0.186840133088694","0.292024234377978"
"86","561513f9421aa97b0ab310f1_0aleppo","0","1","1","1","0.867333333333333","0.915886101431199","0.672229091519709"
"87","56211d7e421aa972418acf4d_0;56211eaa421aa972786347d3_4hama","0","0","0","1","0.298","0.492575186874425","0.732292461946157"
"88","560046a3421aa94ca454e390_6damascus","0","0","0","0","0.372333333333333","0.319850239905528","0.368503965733762"
"89","560bdce0421aa97ab4ecd163_5homs","1","0","0","0","0.333333333333333","0.133347197737908","0.210372676575862"
"90","5615ef0b421aa97b35ad6ba1_6aleppo","1","1","1","1","0.838","0.804312435016294","0.94868161493057"
"91","561513f9421aa97b0ab310f1_0damascus","0","0","0","0","0.199","0.10939711643806","0.218078634268227"
"92","56211d7e421aa972418acf4d_0;56211eaa421aa972786347d3_4latakia","0","1","1","1","0.818333333333333","0.944265150414282","0.720922665186886"
"93","560046a3421aa94ca454e390_6latakia","0","1","0","0","0.541","0.498394531058937","0.357941282396856"
"94","5615ef0b421aa97b35ad6ba1_6damascus","0","0","0","0","0.240666666666667","0.155010510858426","0.199576827743293"
"95","561513f9421aa97b0ab310f1_0hama","1","1","1","1","0.862666666666667","0.913750657326236","0.962980318679196"
"96","5627f11f421aa91d7e333d07_3aleppo","0","0","0","0","0.366","0.178976137065806","0.442330561186225"
"97","5615ef0b421aa97b35ad6ba1_6hama","1","1","1","1","0.853","0.808656027850541","0.958509877545723"
"98","561513f9421aa97b0ab310f1_0idlib","1","1","1","1","0.862666666666667","0.93035557036336","0.972757790498923"
"99","5627f11f421aa91d7e333d07_3damascus","0","0","0","0","0.279","0.199838198962242","0.495072089746782"
"100","5615ef0b421aa97b35ad6ba1_6idlib","1","1","1","1","0.790333333333333","0.801340378352618","0.916857185489712"
"101","56161386421aa97afef2df5c_4hama","1","1","1","1","0.865666666666667","0.87468063117255","0.695435266912268"
"102","56179e8c421aa97af005dead_4;5617e78b421aa97adc28662e_5aleppo","0","1","1","1","0.992666666666667","0.903170634355209","0.984116141786008"
"103","5627f11f421aa91d7e333d07_3hama","1","1","1","1","0.952","0.890786564823165","0.987922574323274"
"104","560a7e5d421aa97afef2b303_0aleppo","0","1","1","1","0.868666666666667","0.94174383568867","0.83240209271853"
"105","5615ef0b421aa97b35ad6ba1_6raqqah","1","0","0","0","0.311333333333333","0.150733660754099","0.0849959391076088"
"106","5616bc0c421aa97afef2e2b0_0damascus","0","0","0","1","0.387333333333333","0.355623764865302","0.640693037975958"
"107","56161386421aa97afef2df5c_4idlib","1","1","1","1","0.636666666666667","0.797911840586073","0.853552402595574"
"108","56179e8c421aa97af005dead_4;5617e78b421aa97adc28662e_5raqqah","0","0","0","0","0.409","0.252430759375879","0.489350939792816"
"109","5627f11f421aa91d7e333d07_3idlib","0","0","0","0","0.457","0.347240805465584","0.420887090029343"
"110","560a7e5d421aa97afef2b303_0damascus","0","0","0","0","0.340333333333333","0.117803809524452","0.205960215027564"
"111","5616bc0c421aa97afef2e2b0_0hama","1","1","1","1","0.806","0.82597382395334","0.742275328013539"
"112","56211841421aa972710ac7cd_3;5621195e421aa97291f8ad6a_0;5621672b421aa9724a6624f2_6;56211672421aa972418acdcd_0;56211961421aa972265a84e8_0;56211af1421aa97278634704_3aleppo","1","1","1","1","0.951333333333333","0.919667429660643","0.99233281055218"
"113","56189e5d421aa97adc286907_5damascus","0","0","1","0","0.446333333333333","0.501985063406188","0.489615217750206"
"114","561f63f4421aa97adc293bd8_4aleppo","0","1","1","1","0.759","0.917996251665846","0.901470776923796"
"115","5627f11f421aa91d7e333d07_3latakia","1","0","0","1","0.383","0.306171363500223","0.589334547361424"
"116","5616bc0c421aa97afef2e2b0_0rifdimashq","0","1","1","1","0.756333333333333","0.897178002623648","0.96855763062793"
"117","56226cab421aa97278634b72_3aleppo","1","1","1","1","0.88","0.897537974823275","0.859574912287111"
"118","56192248421aa97ab4ed05c1_0damascus","0","0","0","0","0.0453333333333333","0.0942081239735275","0.076322575352723"
"119","561f63f4421aa97adc293bd8_4hama","1","1","1","1","0.607666666666667","0.684758888707382","0.641023438507573"
"120","5627f11f421aa91d7e333d07_3rifdimashq","1","0","0","1","0.327333333333333","0.205336469816765","0.51576084949137"
"121","562223f3421aa97291f8b151_2aleppo","1","1","1","1","0.745","0.924470312677242","0.956471502961866"
"122","56192248421aa97ab4ed05c1_0hama","1","1","1","1","0.975333333333333","0.935048018158106","0.940088297519273"
"123","561f63f4421aa97adc293bd8_4homs","1","0","0","1","0.389666666666667","0.275006819340013","0.630258516005472"
"124","5627d3e7421aa91d7c23b91d_6damascus","0","0","1","0","0.432666666666667","0.610177295408185","0.390436187878749"
"125","563a2d32421aa923ae43fe22_1aleppo","1","1","1","1","0.582333333333333","0.853400540871318","0.974402949337445"
"126","56192248421aa97ab4ed05c1_0idlib","1","1","0","1","0.609666666666667","0.448004809739248","0.614434983668653"
"127","563a2d32421aa923ae43fe22_1damascus","0","0","0","0","0.352","0.348672235763151","0.126743350807532"
"128","5618a5bc421aa97adc28691f_3aleppo","1","1","1","1","0.962333333333333","0.966411883907742","0.986653821526824"
"129","563a36dd421aa923ae440121_0damascus","1","1","1","1","0.808333333333333","0.953901779504201","0.965044832079355"
"130","5621195e421aa97291f8ad6a_0;56211672421aa972418acdcd_0;5621672b421aa9724a6624f2_6;56211961421aa972265a84e8_0;56211841421aa972710ac7cd_3;56211af1421aa97278634704_3aleppo","1","1","1","1","0.948333333333333","0.942022674760758","0.93237759959758"
"131","563a40b4421aa923a763f66f_0aleppo","1","1","1","1","0.987333333333333","0.917174338720625","0.991300385088483"
"132","563a3941421aa923a763f370_1aleppo","1","1","1","1","0.973","0.815234174953532","0.988174662404241"
"133","5621195e421aa97291f8ad6a_0;56211672421aa972418acdcd_0;5621672b421aa9724a6624f2_6;56211961421aa972265a84e8_0;56211841421aa972710ac7cd_3;56211af1421aa97278634704_3damascus","0","0","0","0","0.154","0.107255145264773","0.121566202216077"
"134","563b7347421aa977f636e1dc_6aleppo","0","0","0","1","0.306","0.195617848042311","0.537432186661597"
"135","563a3941421aa923a763f370_1hama","0","0","0","0","0.184666666666667","0.206959944303518","0.336033944867125"
"136","5621195e421aa97291f8ad6a_0;56211672421aa972418acdcd_0;5621672b421aa9724a6624f2_6;56211961421aa972265a84e8_0;56211841421aa972710ac7cd_3;56211af1421aa97278634704_3hama","1","1","1","1","0.675666666666667","0.772437018539105","0.940208559975521"
"137","56378325421aa930a9ceda6f_3aleppo","1","1","1","1","0.748333333333333","0.822096588913419","0.827259676838535"
"138","563b7347421aa977f636e1dc_6damascus","0","1","1","1","0.606666666666667","0.754321245112768","0.815216855577797"
"139","563b7c61421aa977f843d6a4_2aleppo","0","1","1","0","0.634333333333333","0.563111071681813","0.29777664261608"
"140","5621195e421aa97291f8ad6a_0;56211672421aa972418acdcd_0;5621672b421aa9724a6624f2_6;56211961421aa972265a84e8_0;56211841421aa972710ac7cd_3;56211af1421aa97278634704_3idlib","1","0","0","0","0.29","0.260711659413206","0.220194030198546"
"141","56378325421aa930a9ceda6f_3damascus","0","0","0","0","0.411333333333333","0.449637682695106","0.221764533529798"
"142","563b7347421aa977f636e1dc_6rifdimashq","1","0","1","0","0.414666666666667","0.542832133276275","0.368123240452058"
"143","563b7c61421aa977f843d6a4_2hama","1","1","1","0","0.863666666666667","0.871758488103257","0.498823128146588"
"144","5621195e421aa97291f8ad6a_0;56211672421aa972418acdcd_0;5621672b421aa9724a6624f2_6;56211961421aa972265a84e8_0;56211841421aa972710ac7cd_3;56211af1421aa97278634704_3latakia","1","0","0","0","0.493333333333333","0.430569145258205","0.423964951725202"
"145","56378325421aa930a9ceda6f_3hama","0","0","0","0","0.369666666666667","0.302796307451053","0.308434400105907"
"146","56251fa4421aa9723c50372e_0aleppo","1","1","1","1","0.945333333333333","0.891116288202999","0.960900550978452"
"147","563b7f6e421aa977f5b40d49_2aleppo","0","1","1","1","0.829","0.834522182539648","0.919978930185503"
"148","56429457421aa95371bdbef8_6aleppo","1","1","1","1","0.755333333333333","0.888084476391123","0.88518165863063"
"149","56251fa4421aa9723c50372e_0damascus","1","0","0","0","0.0763333333333333","0.102247768040335","0.150014470502015"
"150","563771e0421aa930616fbf91_5aleppo","1","1","1","1","0.576333333333333","0.838615618836502","0.705611456376038"
"151","563b7f6e421aa977f5b40d49_2damascus","0","0","0","0","0.332333333333333","0.136822301175252","0.327948203046919"
"152","56429457421aa95371bdbef8_6damascus","1","1","0","1","0.558333333333333","0.463805437833143","0.614479292076365"
"153","56251fa4421aa9723c50372e_0hama","1","0","0","0","0.142333333333333","0.118348435170615","0.174253151296056"
"154","56277e75421aa91d69898dbf_1damascus","0","0","0","0","0.037","0.129027462117543","0.100299683185215"
"155","563b7f6e421aa977f5b40d49_2hama","1","1","1","1","0.954666666666667","0.875518924459336","0.964910087889559"
"156","56429457421aa95371bdbef8_6raqqah","0","1","1","1","0.622333333333333","0.659575923343663","0.693988284882433"
"157","56251fa4421aa9723c50372e_0idlib","1","0","0","0","0.121666666666667","0.131097660729249","0.156243236768471"
"158","56277e75421aa91d69898dbf_1deirezzor","1","1","1","1","0.748333333333333","0.745490919447992","0.74145281108247"
"159","5665f6ec421aa96629c77d74_4damascus","0","0","0","0","0.217","0.12234263775","0.126106069385475"
"160","563fdb3d421aa91e87791e9a_5aleppo","1","1","1","1","0.903333333333333","0.84960063725984","0.881030343890975"
"161","56251fa4421aa9723c50372e_0latakia","1","0","0","0","0.129333333333333","0.156297471904667","0.293955285889627"
"162","56277e75421aa91d69898dbf_1hasakah","1","1","1","1","0.932333333333333","0.918438083686812","0.928889494855245"
"163","5665f6ec421aa96629c77d74_4daraa","0","0","0","0","0.0756666666666667","0.12425594485702","0.13358806630354"
"164","5677e679421aa97a7507e3c7_3damascus","1","1","1","1","0.896333333333333","0.859686451008789","0.849818012707428"
"165","563fdb3d421aa91e87791e9a_5damascus","0","0","0","0","0.137333333333333","0.116478622736898","0.110090259833517"
"166","56277e75421aa91d69898dbf_1raqqah","1","1","1","0","0.856666666666667","0.87435980057244","0.467151185285214"
"167","5665f6ec421aa96629c77d74_4deirezzor","1","1","1","1","0.977","0.889470879131782","0.966572447918805"
"168","5677e679421aa97a7507e3c7_3quneitra","1","0","1","1","0.466666666666667","0.509547445568045","0.670036730142179"
"169","563fdb3d421aa91e87791e9a_5hama","1","0","0","0","0.0916666666666667","0.107922811256924","0.113660069855813"
"170","5636f566421aa97c060b1510_4damascus","0","1","1","1","0.981","0.963782366191702","0.97583989448838"
"171","567ae607421aa918965cd3b8_0aleppo","1","1","1","1","0.957","0.92738871204803","0.98537631173195"
"172","5665f6ec421aa96629c77d74_4hasakah","0","0","0","0","0.120333333333333","0.115948135889965","0.150714417313242"
"173","563fdb3d421aa91e87791e9a_5idlib","0","0","0","0","0.11","0.10289416425606","0.117842113948661"
"174","5636f566421aa97c060b1510_4rifdimashq","1","1","1","1","0.745333333333333","0.936075800128357","0.920539041197517"
"175","567ae607421aa918965cd3b8_0damascus","1","0","0","0","0.390666666666667","0.346269416987085","0.282988065574939"
"176","5665f6ec421aa96629c77d74_4raqqah","1","0","0","0","0.066","0.099132589602001","0.0745380058227943"
"177","563fdb3d421aa91e87791e9a_5raqqah","1","0","0","0","0.101","0.115889088245441","0.166807323211168"
"178","567ae607421aa918965cd3b8_0latakia","1","1","1","1","0.652666666666667","0.792203169229518","0.807393126604931"
"179","567f1ff4421aa92039820aa6_5damascus","0","1","1","1","0.728","0.846884893801832","0.819319797108071"
"180","567d9520421aa910f291b1c5_3damascus","1","1","1","1","0.946333333333333","0.943975368294473","0.836926879796599"
"181","568025b3421aa97b2dfc53a9_1damascus","1","1","1","1","0.705333333333333","0.928049888136295","0.630353705241574"
"182","567eecac421aa909d026a7bf_2damascus","1","1","1","1","0.782666666666667","0.904261345643112","0.892285110801481"
"183","56842c01421aa97026c38edc_5damascus","0","1","1","1","0.603666666666667","0.782642801401278","0.658703448263695"
"184","56842c01421aa97026c38edc_5daraa","1","1","1","1","0.715333333333333","0.880864338628955","0.895808655815257"
"185","568d3194421aa937021050b8_3aleppo","1","0","1","1","0.431666666666667","0.565422161666064","0.587332144003991"
"186","5689990b421aa962a34b31f4_1damascus","0","1","1","1","0.612333333333333","0.552551848043648","0.625258081915504"
"187","567eaad9421aa974cab824b3_0aleppo","0","0","0","0","0.223666666666667","0.243504686539767","0.411257974664531"
"188","568d3194421aa937021050b8_3damascus","1","1","1","1","0.93","0.920498477627788","0.966790245869716"
"189","5689990b421aa962a34b31f4_1idlib","0","0","0","1","0.447666666666667","0.334580556471769","0.557253590012437"
"190","567eaad9421aa974cab824b3_0damascus","1","1","1","1","0.797666666666667","0.865079072655347","0.553180166177172"
"191","568d3194421aa937021050b8_3daraa","1","0","0","0","0.187666666666667","0.147063596743488","0.136396097932733"
"192","5689990b421aa962a34b31f4_1rifdimashq","1","1","1","1","0.972","0.861784235789064","0.993477346236459"
"193","567eaad9421aa974cab824b3_0latakia","1","1","1","1","0.648","0.777897234580101","0.775679384997304"
"194","5697a632421aa97864402744_6damascus","0","0","1","0","0.472666666666667","0.53935693832507","0.263690543304203"
"195","56904008421aa9519ed4684f_1damascus","0","0","0","1","0.377333333333333","0.373130390527689","0.545518215287417"
"196","567eaad9421aa974cab824b3_0rifdimashq","0","1","1","1","0.654","0.530507051835047","0.857067044980427"
"197","5697a632421aa97864402744_6deirezzor","0","0","0","0","0.251666666666667","0.140009217713906","0.200336725155288"
"198","56904008421aa9519ed4684f_1daraa","1","1","1","1","0.931","0.716857199577562","0.978197066919302"
"199","5697a632421aa97864402744_6idlib","0","0","0","0","0.257333333333333","0.12769017263288","0.188892996108898"
"200","56429bc6421aa9537028264d_0aleppo","1","1","1","0","0.648","0.511946159964572","0.297735372928519"
"201","56904008421aa9519ed4684f_1quneitra","0","0","0","0","0.278666666666667","0.121462594310487","0.100932572424448"
"202","5697a632421aa97864402744_6rifdimashq","1","1","1","1","0.971333333333333","0.826462370004555","0.958952222309032"
"203","56429bc6421aa9537028264d_0raqqah","1","1","1","1","0.876","0.953028402934778","0.974848377045867"
"204","56904008421aa9519ed4684f_1suwayda","0","0","0","1","0.408333333333333","0.239481887984746","0.63430810402903"
"205","56a4a591421aa931a9fdf885_0;56a4b412421aa9316e6a8085_0latakia","1","0","1","1","0.394666666666667","0.595916364024414","0.737702424437864"
"206","56a4d14d421aa93b849b899e_1aleppo","0","0","0","0","0.183666666666667","0.146586488005712","0.166286813003406"
"207","564ca311421aa9667f6f491f_5aleppo","1","1","1","1","0.675333333333333","0.733870971802616","0.947506058591081"
"208","56a4d14d421aa93b849b899e_1latakia","1","1","1","1","0.686","0.87043577572745","0.890021434815593"
"209","56afbcc9421aa93d0947de7b_3aleppo","1","1","1","1","0.822","0.931198531385494","0.940166198622858"
"210","56d3cbe8421aa97429a4345b_0aleppo","1","1","1","1","0.784","0.84027786261024","0.635009171966143"
"211","564ca311421aa9667f6f491f_5damascus","0","0","0","0","0.240333333333333","0.15298231259784","0.382586203792181"
"212","56adf84f421aa911062231c1_4damascus","1","1","1","1","0.948333333333333","0.898922411902743","0.974666840206494"
"213","56afbcc9421aa93d0947de7b_3damascus","0","0","0","0","0.396666666666667","0.488845768503541","0.285634403762139"
"214","56d3cbe8421aa97429a4345b_0damascus","0","1","1","0","0.522","0.550376694910535","0.332459438417334"
"215","564ca311421aa9667f6f491f_5raqqah","1","1","1","1","0.994666666666667","0.893550313761053","0.971001874021033"
"216","56b2293a421aa91f8f1b5bb2_0aleppo","1","1","1","1","0.699666666666667","0.903271520814795","0.557245421105076"
"217","56d3cbe8421aa97429a4345b_0rifdimashq","0","1","1","1","0.960333333333333","0.7643476896506","0.998479934079081"
"218","5665650b421aa9438215f1bd_0;5665bcbc421aa958574df754_0;56655680421aa93c6c158f66_0deirezzor","1","1","1","1","0.876","0.894981850359429","0.949467400485968"
"219","56b2293a421aa91f8f1b5bb2_0damascus","0","0","0","0","0.107666666666667","0.110373678478591","0.109133865248732"
"220","56b9dfac421aa96f3c39e20c_0aleppo","1","1","1","1","0.969666666666667","0.878430110779214","0.988390916245273"
"221","56d7df13421aa96ff4fccbb4_0aleppo","1","1","1","1","0.764","0.861749800224561","0.945598549212035"
"222","56b9dfac421aa96f3c39e20c_0damascus","1","0","0","0","0.230666666666667","0.162050233743455","0.420325894195728"
"223","56b48e3c421aa977cb8d94de_0aleppo","1","1","1","1","0.994","0.897404945743079","0.994464919506198"
"224","56d7df13421aa96ff4fccbb4_0damascus","0","0","0","0","0.038","0.138802089693769","0.10565384996612"
"225","56b9dfac421aa96f3c39e20c_0daraa","1","0","0","0","0.322","0.295610255809828","0.201996292352555"
"226","56b48e3c421aa977cb8d94de_0damascus","0","0","0","0","0.0733333333333333","0.122295605637527","0.108066695647938"
"227","56d7df13421aa96ff4fccbb4_0hama","1","1","0","1","0.512666666666667","0.403042513602871","0.563146666395646"
"228","56b9dfac421aa96f3c39e20c_0deirezzor","1","0","0","0","0.369333333333333","0.224162602357189","0.126708494167382"
"229","56b48e3c421aa977cb8d94de_0daraa","0","0","0","0","0.207","0.138998825232958","0.117485292342225"
"230","56d7df13421aa96ff4fccbb4_0idlib","1","0","0","0","0.46","0.303530016628971","0.281242157650315"
"231","56b9dfac421aa96f3c39e20c_0hama","1","1","1","1","0.909666666666667","0.879633936219426","0.943540961858391"
"232","56bee6ff421aa94e4ae7df15_6aleppo","1","1","1","1","0.945333333333333","0.969541986017977","0.96712122149623"
