"","story_id","id","province_human","province_oeda","cleantext"
"65","1573537_v0.2.0","5627f11f421aa91d7e333d07_3","hama, latakia , rifdimashq ","no_loc","hama  ACTAR  .   ACTAR  regim launch  broadscal AVERB    ACTAR  forc in   DIRECTZ  countrysid of hama and  countrysid of latakia   intens NONTOPIC by   ACTAR  and   support of   ACTAR .  AVERB     N   ACTAR back move by  regim includ  long line and  N  axe and aim to secur  stronghold of  regim on   ACTAR  coast and limit  influenc of   ACTAR  in  vicinity. oper start on  MONZ . N   regim      s  ACTAR  convoy invad   ACTAR  site adjac to   ACTAR  coast   regim  ACTAR  NONTOPIC  AVERB  next day. in  context   ACTAR   chief of staff gen. ali abdullah ayoub NONTOPIC in   SOURZ  statement to   ACTAR  news agenc sana on  MONZ . N    ACTAR  AVERB         began  MONZ t. N        undermin  AVERB abil of   ACTAR  . .  and  terrorist organ NONTOPIC  format of   N  legion raid to initi  broad AVERB on   call terrorist assemblies.  regim      s offens  MONZ   divid   N  main axes.    DIRECTZ  countrysid of latakia alghab plain and   DIRECTZ  countrysid of hama.    presenc in   ADMINN  AVERB by  ACTAR  forces.   DIRECTZ  countrysid of hama  wit  heaviest AVERB   regim forc tri to break   ACTAR  forc       defens line  dozen of tank and armor vehicl   ACTAR  air NONTOPIC. al DAYZ itor tour   ADMINN  of hama      s  DIRECTZ  countrysid  MONZ . N.  notic  presenc of larg number of  ACTAR  main affili   free  ACTAR  . fsa.     knight of justic brigad Nth divis  Nst divis and   DIRECTZ  divis in addit to ahrar alsham and  faction along  massiv reinforc  foretel  critic import of  crucial battle. fsa  ACTAR  use individu weapon and  car equip  heavi machin gun  well  numer tow antitank missil and  small number of tanks.   on   ACTAR  side  regim assist by  ACTAR  helicopt comb  road to allow  forc to launch  offens   heavi NONTOPIC by  ACTAR  warplan and rocket launchers.  ACTAR   also present in  AVERB along   regim forc and perhap  AVERB of  promin leader        hussein hassan haj on  MONZ . N and mehdi hassan obeid on  MONZ . N        prove  extent of  ACTAR   role in  battle. news site close to  ACTAR  NONTOPIC    AVERB   AVERB    ACTAR  in idlib and hama. in light of  support to  regim  fsa revolutionari manag to AVERB  regim      s AVERB to  larg extent  tank and armor vehicl constitut  easi target for   ACTAR  tow missil use by  of  fsa revolutionaries.    note    MONZ . N and  MONZ . N  fsa revolutionari AVERB N tank and bmp vehicl belong to  regim forc accord to  revolutionari forc of  ACTAR  media  ACTAR          AVERB dub  _tank massacre.      . in  vein maj. moussa alkhal   ACTAR  leader in  fsa      s Nth divis NONTOPIC al DAYZ itor _the tow missil   major role in  AVERB given  regim      s relianc on armor vehicles. on  MONZ . N  regim forc AVERB sub_latakia  ADMINN  in alghab plain and on  MONZ . N  took hold of sub_hama  ADMINN  in   DIRECTZ  countrysid of hama N kilomet . N miles.   DIRECTZ  of sub_hama and  neighbor um haratain village. howev  regim forc  unabl to AVERB  heavi AVERB  erupt in tall skeek on   day. on  MONZ . N  regim forc AVERB   ADMINN  of kfar naboudeh  vital center for  ACTAR  forces.  howev   ACTAR  quick regain AVERB   on   day.  AVERB   consid  AVERB of AVERB and retreat and    seem    ACTAR  air support led  regim forc to achiev  signific progress. _the regim      s fire densiti and destruct power increas in parallel   heavi relianc on   ACTAR        khale NONTOPIC.  ad _this howev  insuffici to tip  balanc of  battle. today    in need of antiaircraft and antitank missiles.      .  AVERB  still ongo        although in  lesser pace           ACTAR  and  regim forc in   DIRECTZ  countrysid of hama.   ACTAR  maintain  strateg posit although   lost  N   ADMINN  in hama      s countrysid and alghab plain. for  part  regim forc  fail to achiev signific AVERB open  N   SOURZ  AVERB to undermin   ACTAR  forc name in aleppo      s  DIRECTZ  countrysid hom        DIRECTZ  countrysid and  DIRECTZ  sub_damascus in rifdimashq governorate.  regim focus   effort and concentr  support of  alli on fend    ACTAR  forc from  stronghold on  coast. on   hand  ACTAR   promot  intervent in  ACTAR    pretext of AVERB    AVERB  concentr to pave  way for  regim      s offens on   ACTAR  particular  fsa."
"66","1588080_v0.2.0","562beda3421aa92a8fccc94a_4","no_loc","no_loc","lavrov NONTOPIC rossiya N televis channel        correct understand       of situat  develop among  DIRECTZ  politicians.  ACTAR .  ACTAR  NONTOPIC  DAYZ urday  hope to see polit progress on   ACTAR  crisi in  forese futur and urg move toward presidenti and parliamentari poll in  wartorn country. foreign minist sergei lavrov NONTOPIC rossiya N televis channel   correct understand of  situat  develop among  DIRECTZ  politicians.  NONTOPIC  rage migrant crisi in  ACTAR   help to alter eu politician  thinking.   convinc   serious politician  learn  lesson and  regard to  ACTAR   correct understand of  situat  develop even   antiassad rhetor of democratis  continu  NONTOPIC refer to  ACTAR  bashar alassad.  give  ACTAR  hope   polit process will move forward in  forese futur by use outsid player to    ACTAR  sit at  negoti tabl lavrov NONTOPIC in comment releas by  foreign ministry. of cours   necessari to prepar for  parliamentari and presidenti poll lavrov added. suggest  eu politician now   better understand of   ACTAR  crisi  ACTAR   top diplomat added.   european union must and  alreadi begin to recognis  origin of  migrant crisi and chao in  middl  DIRECTZ .   begin to rememb  way libya  former leader moamer gathafi  treat tri to proceed from  illus  democraci AVERB root on     dictat  removed.  NONTOPIC  record  lavrov  talk   ACTAR  secretari of state john kerri in vienna on  DAYZ day   transcript  releas  on  DAYZ urday.  ACTAR   insist  assad  fate   decid by  countri   ACTAR    outsid players.  unit state and  alli want assad to quit power   N  of   NONTOPIC recent  resign need   immediate.  kremlin   want to see assad leav power in disgrac  suffer  fate of gathafi   ACTAR   saddam hussein.  analyst  NONTOPIC   ACTAR     DAYZ  to  idea of assad remain in power indefinit   believ   kremlin  MONZ   nudg  to share power. on  DAYZ sday  ACTAR  vladimir putin stun  world by host assad for  surpris summit at  kremlin   ACTAR  leader   N  foreign visit sinc  crisi erupt in N."
"67","1622235_v0.2.0","56378325421aa930a9ceda6f_3","aleppo, hasakah, homs ","aleppo"," ACTAR .   ACTAR  drove  ACTAR  forc from   DIRECTZ   ADMINN  on  DAYZ day   DAYZ itor  ACTAR   SOURZ   AVERB AVERB despit  flurri of diplomat activ and talk   ADMINN  rivals.  ACTAR  to  multisid conflict NONTOPIC  saw  end to AVERB   ACTAR  and   ACTAR  despit talk in vienna on  DAYZ day  includ  ACTAR  for   N  time.  ACTAR       s suprem leader meanwhil NONTOPIC elect   held to end  war echo  propos by  ACTAR     dismiss by  ACTAR  bashar alassad      s oppon   ruse by  alli to keep  in power.   underlin  intract state of   N yearlong war   AVERB N  ACTAR  and driven   half  popul from  home caus  refuge crisi in neighbour state and europe. talk  world power in vienna on  DAYZ day adjourn  call for  nationwid ceasefir  key differ remain  rival back oppos sides.  war  AVERB  even  violent phase in   MONZ  sinc  ACTAR  began AVERB in support of assad. differ   futur remain  main obstacl in  way of diplomat efforts.   unit state and  ACTAR  back rival side in  war    ACTAR  and  ACTAR  in  DIRECTZ   ACTAR    also wage  MONZ ar campaign    ACTAR   AVERB wide  ADMINN  of   DIRECTZ  and   DIRECTZ .  ACTAR     MONZ ar AVERB    ACTAR  and  ACTAR  in  DIRECTZ   ACTAR   launch  N  AVERB on governmentheld  ADMINN  sinc damascus launch   SOURZ  offens    DIRECTZ  of aleppo back by  ACTAR  air strikes. in  fierc AVERB  began by deton  N  suicid car AVERB  ACTAR  took   ADMINN  of sub_hom in   DIRECTZ  of hom  ADMINN  from  ACTAR  forc  britainbas  ACTAR  observatori for human right reported.  N  ACTAR  on   ACTAR  side  AVERB  AVERB and AVERB rage afterward on  outskirt of  most christian  ADMINN  nearbi sadad  NONTOPIC.  ACTAR  issu  statement claim  AVERB  brought  within N km . N miles.  of   DIRECTZ  DIRECTZ  highway link damascus to  ACTAR       s  main  ADMINN  hom hama and aleppo.  ACTAR  state media made  mention of  AVERB.  observatori      s rami abdulrahman NONTOPIC  AVERB might    respons to pressur   ACTAR    elsewhere. on   side of  ACTAR  in   DIRECTZ   ADMINN  of hasaka  ACTAR   face   SOURZ  offens launch by  recent form  ACTAR back  ACTAR  alliance.  observatori  SOURZ  fierc AVERB    ACTAR  allianc includ  kurdish ypg  ACTAR  and  ACTAR  in   ADMINN  of alhoul near   ACTAR  border.  unit state NONTOPIC  will step   AVERB   ACTAR  in  ACTAR  and  ACTAR   decid to station special forc in  ACTAR  to support  ACTAR  AVERB   ACTAR  and to posit   ACTAR  jet in  ACTAR  and expand air strikes. AVERB by turkish and  ACTAR  aircraft in  ACTAR  on  DAYZ urday AVERB   N  ACTAR   ACTAR       s staterun anadolu agenc NONTOPIC on  DAYZ day. long AVERB ahead.  of  recent AVERB by   ACTAR    back by  ACTAR  AVERB and alli  ACTAR  from  ACTAR  and  ACTAR       s  ACTAR   focus on insurg  ACTAR     ACTAR .  N   DIRECTZ   ACTAR  attend  secur confer  week in bahrain NONTOPIC    polit progress can  made and ahead of  SOURZ  intern talk set for within  N  week  ACTAR  and  ACTAR  forc will  look to make gain on  ground and increas  leverage.   ACTAR  sourc NONTOPIC  saudi arabia and  ACTAR       s continu support for  ACTAR  meant AVERB   stop. _the AVERB  still  long  N .   time support   stop to  terrorist from  ADMINN  state at  forefront of  saudi arabia and  ACTAR         NONTOPIC.  ACTAR       s  ACTAR  refer to   ACTAR  AVERB   terrorists.  promin  ACTAR  leader meanwhil NONTOPIC talk in vienna on  DAYZ day  born  fruit. _if  ACTAR  ACTAR  stubborn continu  situat will head toward AVERB       warn bashar alzoubi head of  polit  ACTAR  of  yarmouk  ACTAR    ACTAR  oper   banner of  moder free  ACTAR  army.   ACTAR   hope   ADMINN  state includ saudi arabia and  ACTAR  will increas  ACTAR  support to . saudi arabia      s foreign minist adel aljubeir suggest repeat in  past week  support to   ACTAR   intensifi in  face of tehran and  ACTAR  shore  assad. at  rare  ADMINN  talk on secur in manama  NONTOPIC riyadh  consid intensifi support to moder  ACTAR  by provid   _more lethal weapon        gave   details.  ACTAR  suprem leader ayatollah ali khamenei in comment  SOURZ  by  ACTAR  state tv criticis foreign power  arm and fund  ACTAR  fighters. _the solut to   ACTAR  question  elect and for    necessari to stop  ACTAR  and financi aid to   ACTAR        state media outlet quot khamenei  saying."
"68","1622712_v0.2.0","563771e0421aa930616fbf91_5","aleppo","no_loc"," at least N  ACTAR  includ N children   AVERB by  ACTAR  and  ACTAR  air raid in   DIRECTZ   ADMINN  of aleppo in  past N hour   ACTAR   DAYZ itor  war NONTOPIC on  DAYZ urday."
"69","1624806_v0.2.0","5636f566421aa97c060b1510_4","rifdimashq ","no_loc"," intern medic chariti medecin san frontier NONTOPIC on  DAYZ urday  at least N  ACTAR    AVERB in  missil AVERB on  marketplac near damascus  day .   DAYZ itor  ACTAR    put  toll at N NONTOPIC AVERB continu in   ADMINN  and  anoth  N   ACTAR   AVERB by  ACTAR  AVERB on  DAYZ urday morning.  AVERB came  air raid by  ACTAR  forc and  ACTAR  warplan intensifi across  country.  ACTAR    MONZ old  ACTAR  intervent in support of  ACTAR  bashar alassad  alarm  unit state and  alli  world power step  diplomat effort to end  war.  ACTAR  forc fire missil   marketplac in   ADMINN  of sub_rifdimashq  DIRECTZ  of damascus on  DAYZ day in  bloodiest AVERB on   ADMINN  for week   ACTAR  observatori for human right NONTOPIC. msf NONTOPIC  AVERB on  hospit on  DAYZ     AVERB N  ACTAR  caus damag to medic facil  made  difficult for paramed to treat  AVERB from  marketplac AVERB  follow day. msf fear  intensif of AVERB    seen in  DIRECTZ  and  DIRECTZ   ACTAR    cours of octob  becom even  horrif   spread to AVERB  ADMINN  around damascus  almost   N   ACTAR   trap  NONTOPIC in  statement. on  DAYZ urday at least N AVERB AVERB   ADMINN   observatori NONTOPIC.  ACTAR    N yearold conflict  AVERB  estim N  ACTAR  and driven   N  from  homes."
"70","1631983_v0.2.0","563a2d32421aa923ae43fe22_1","homs, deirezzor, aleppo","aleppo","  ACTAR  and  ACTAR   held  joint drill   ACTAR  to practic air safeti measur for  aircraft   ACTAR  defens  ACTAR  NONTOPIC.    joint exercis  air crew and ground troop from   ACTAR  and  ACTAR  NONTOPIC  ACTAR  general staff  ACTAR  colonel general andrey kartapolov on  DAYZ sday.  note    exercis  ACTAR  and  ACTAR l coalit plane practic close encount in  specif design zone within  minimum distanc of  N  aeronaut mile of  .  exercis took place at N. N  ACTAR  time . N. N gmt.  . on  DAYZ sday.         NONTOPIC ad    exercis  crew from  side also practic communic in  ACTAR  and english.  joint maneuv follow  recent sign of  _deconflict       memorandum of understand aim at ensur air safeti   warravag country. sinc  MONZ temb N member of   ACTAR l coalit   pound purport terrorist posit insid  ACTAR  without  author from   ACTAR     ACTAR  mandate.  ACTAR  launch  air campaign   daesh takfiri in  ACTAR  on  MONZ temb N upon  request from damascus. kartapolov NONTOPIC   countri  AVERB N target in  ACTAR  use coordin suppli by  ACTAR  representatives.   NONTOPIC  _terrorist       target  AVERB in  vicin of sub_hom deir ezzor ithriya and  DIRECTZ  aleppo._sinc  start of  oper  plane  made N sorti and AVERB N terrorist        ACTAR  infrastructur facilities.  also NONTOPIC    ACTAR    communic    ACTAR   ACTAR  and   ACTAR   repeat NONTOPIC  readi to _cooper    ACTAR  patriot forc       AVERB  daesh in  ACTAR .  close  ACTAR  will allow  ACTAR  to unit  effort of   ACTAR  troop   patriot forc in  ACTAR   use to  in   ACTAR  and act   unit front   common enemy. intern terror read   ACTAR  defens  ACTAR  statement. meanwhil  ACTAR  vladimir putin NONTOPIC   countri      s goal  to AVERB terror in  ACTAR  and  rest of  world and   ACTAR   fulli prepar to  ACTAR   everybodi in  cause.   readi to  ACTAR    forc   counter terror regardless of  religi denominations. and     work rather intens  NONTOPIC in  ACTAR  earlier in  day."
"71","1632119_v0.2.0","563a36dd421aa923ae440121_0","damascus","damascus","damascus  MONZ  N . ians/aki.   woman  ACTAR  broadcast journalist  AVERB by  mortar AVERB in damascus   left home to go to work  media  SOURZ  on  DAYZ nesday. batoul moukhl alwarar  AVERB and  N  other  AVERB in  mortar AVERB on   ADMINN  of harasta on  DAYZ sday polic NONTOPIC.  AVERB   SOURZ  fire from  ACTAR  posit in   DIRECTZ   ADMINN  of damascus. alwarar work for  ACTAR   staterun religi  DAYZ ellit tv station nour alsham tv and damascus  SOURZ      presenter."
"72","1632239_v0.2.0","563a40b4421aa923a763f66f_0","aleppo","aleppo"," ACTAR  state media NONTOPIC  ACTAR  forc  AVERB   road link   DIRECTZ   ADMINN  of aleppo to  DIRECTZ   ACTAR . state televis  SOURZ  on novemb N   ACTAR  unit gain full AVERB of  aleppokhanasserithriyaalsalmiyeh road  AVERB  ACTAR  . .  fighters.  NONTOPIC  road  reopen to  ACTAR  traffic from novemb N.  britishbas  ACTAR  observatori for human right NONTOPIC  ACTAR  forc  AVERB   ACTAR  N kilomet  DIRECTZ  of  road in  attempt to ensur   fulli secure. AVERB of aleppo  ACTAR   largest  ADMINN    war  divid    ACTAR  and non rebels.   AVERB by   ACTAR   left governmentheld  ADMINN  of   ADMINN  cut  from  rest of  countri for N days."
"73","1633435_v0.2.0","563a3941421aa923a763f370_1","aleppo","aleppo","amman.    ACTAR  regain AVERB of  road  DIRECTZ  of aleppo on  DAYZ nesday AVERB back   ACTAR    suppli rout    ADMINN  from  ACTAR    AVERB  last  MONZ . state tv NONTOPIC  ACTAR  forc took full AVERB of  road  run from aleppo    ADMINN  of sub_aleppo and ithriya and link     ADMINN  of hama and hom   DIRECTZ .   ACTAR  observatori for human right  ACTAR  NONTOPIC   SOURZ .  road    ACTAR   suppli rout to governmentheld  DIRECTZ  part of aleppo home to around N  people. state tv roll live footag of  road  reopened. cheer  ACTAR  soldier crowd around   SOURZ   declared.   buse   wait  tomorrow morn to begin use  road    hand of vehicl drove behind .  ACTAR   main in   DIRECTZ  sector of   ADMINN     ACTAR    popul   conflict broke out in N.  ACTAR  NONTOPIC late last  MONZ    taken AVERB of  of   ACTAR  checkpoint on  road and AVERB larg cach of ammunit from  ACTAR  outpost in   ADMINN .  ADMINN  around aleppo  seen week of heavi AVERB   ACTAR  troop back by  ACTAR  and  ACTAR  launch  offens to AVERB AVERB territori from  ACTAR  and  ACTAR  fighters.  offens  concentr  far on clear insurgentheld  ADMINN   DIRECTZ  of aleppo rather    ADMINN  .    N  of  N  AVERB carri out by pro ACTAR  ground forc sinc  ACTAR  jet began AVERB on  MONZ t. N in support of  ACTAR .  ACTAR  troop  also tri to AVERB to   DIRECTZ  of aleppo toward kweir  ACTAR  airport aim to break  AVERB of  base by  ACTAR  and  insurgents."
"74","1607718_v0.2.0","563b7347421aa977f636e1dc_6","rifdimashq ","pennsylvania"," ACTAR  nation coalit  ACTAR  urg britain and  nation to thwart effort by  ACTAR  and  ACTAR  to delay vienna peac talk for assad      s benefit.  ACTAR  and  ACTAR    trust to AVERB part in intern diplomat effort to end  crisi in  ACTAR   of  direct  ACTAR  intervent on  side of  ACTAR  bashar alassad  leader of  countri      s main  DIRECTZ back  ACTAR   warned. khale khoja  ACTAR  of   ACTAR  nation coalit urg britain and  countri  to AVERB part in openend talk  last  DAYZ day      s meet in vienna  largest gather yet devot to end   N andhalfyear war   claim  N live and made N   ACTAR  homeless. _there need to   deadlin for  vienna talk to reach  conclus otherwis   ACTAR  will drag  out and use  time to AVERB   ACTAR        khoja NONTOPIC  guardian on  DAYZ nesday  meet  foreign secretari philip hammond and  senior british officials. neither   ACTAR     ACTAR    invit to AVERB part in   N day confer in  austrian capit  for   N  time includ  ACTAR  assad      s staunchest backer despit object from  bitter rival saudi arabia.  call for effort to reach  ceasefir  fail to even mention  key and divis issu of assad      s future. in   MONZ  sinc  ACTAR  AVERB began ostens    ACTAR  N  ACTAR    AVERB    ACTAR  regim    embolden khoja NONTOPIC launch AVERB    N  on  ACTAR held sub_rifdimashq near damascus on  day of  vienna talk  AVERB   N people. _the  ACTAR   help  ACTAR  gain  ground       khoja NONTOPIC. _they  target  moder  ACTAR  and  constituency.           shock by  weak of   ACTAR  and  unabl to reli on    effect AVERB forc on  ground    ACTAR  and  alli  abl to   shia  ACTAR  in  ACTAR . progress toward  polit solut    made   ACTAR   protect  insisted. _the british and french need to guarante   ACTAR    AVERB will stop   start of  polit process   confid build measure.       . khoja  continu on to talk in pari   french  ACTAR  hope to drum  support for  _noAVERB zone       to keep assad      s  ACTAR  at bay.   situat   huge complic by  deploy of  ACTAR  combat aircraft on  regim      s side. and  in turn  led to  rethink in  uk  ACTAR       s posit on extend AVERB   ACTAR  from  ACTAR    ACTAR . khoja indic   antiassad  ACTAR  now  low expect of   ACTAR    AVERB  deliveri of antiaircraft missil from saudi arabia though free  ACTAR  . fsa.  unit   abl to use saudisuppli tow antitank missil to AVERB  ACTAR  tank in AVERB around aleppo. talk  saudi arabia and  ACTAR   expect to produc agreement on increas arm deliveri to  arm  ACTAR    NONTOPIC now consist of N  ACTAR  exclud jihadi  ACTAR    jabhat alnusra. khoja NONTOPIC  vienna talk   use in show whether  ACTAR  and tehran  inde prepar to counten assad      s departur  part of  _syrianl polit transit       in damascus.   ACTAR  and uk  signal    ACTAR   stay on for    MONZ   necessari  insist  must go eventually.  ACTAR  and  ACTAR    hint     commit to assad stay in power for ever     done anyth  suggest   explor altern candidates. _there   differ    ACTAR  and   ACTAR        khoja NONTOPIC. _the  ACTAR  need to enhanc  influenc whether bashar alassad  in power  .   ACTAR   stick  bashar.   know  N  els will give    benefits.      .  ACTAR   ask khoja and   ACTAR  leader to attend talk in  ACTAR    snc  refus  of  ACTAR       s  ACTAR  back for assad and in line   warn from   ACTAR    talk  _prematur      . khoja  member of  ACTAR       s turkmen minor   polit close to  ACTAR  warn   countri      s crisi  continu to generat massiv refuge flow and spread terror unless   resolved. in N  reflect  nato interven in support of libyan  ACTAR  AVERB mum MONZ  gaddafi barack obama  NONTOPIC  _lead from behind        franc and britain took  initiative. _in libya   ACTAR   lead from behind       khoja quipped. _but in  ACTAR    N   lead at .    polit will.     "
"75","1609678_v0.2.0","563b7c61421aa977f843d6a4_2","hama , homs","damascus"," ACTAR .   AVERB   ACTAR         back by  ACTAR  air power        and  ACTAR  play  out on social media   cours of  N  hours. _report  jaysh alfatah  began  longawait offens on morekthi  go to  decis       tweet abdel rahman  selfNONTOPIC histori major    N follow  goe by  twitter handl vivarevolt. in  interim  ACTAR  like  londonbas  ACTAR  observatori for human right NONTOPIC  SOURZ  of fierc AVERB in   ADMINN  part of  larger  ACTAR  counter offens    ACTAR  regime.  decis gains. whether   ACTAR  forc took  can hold sub_hama   ADMINN   DIRECTZ  of hama along  strateg mN highway  DIRECTZ   ACTAR  NONTOPIC  AVERB illustr  difficulti  ACTAR   face   tri to carv out  larger stronghold for  ACTAR  bashar alassad.  ACTAR   shown  inabl to make decis gain despit  clear advantag  air power. _there    increas in  ACTAR  air activ  week       NONTOPIC oper inher resolv  ACTAR  col. steve warren ad   ACTAR back forc  meet  _mix success.      . _the regim forc in   ADMINN   manag to gain  littl bit of ground        NONTOPIC  SOURZ  from baghdad  DAYZ nesday. _in   ADMINN   gain ground.   counter AVERB and lost  ground   gained.      .  assess  back by   ACTAR  intellig  ACTAR   NONTOPIC   ACTAR support offens  make _on margin gain on  ground       despit  help of  ACTAR  forc and  ACTAR  from   ACTAR back terror  ACTAR .  ACTAR  foreign minist sergey lavrov right listen   ACTAR  special envoy for  ACTAR  staffan de mistura speak   news confer follow  talk in  ACTAR   MONZ . N. oper challeng .   ACTAR  also suggest   ACTAR       s effort to support assad  MONZ   falter  of unfamiliar condit on  ground. _the  ACTAR   accustom to oper in  environ   clear and unifi chain of command         ACTAR  NONTOPIC ad   lack of  structur  _like to pose plan and oper challenges.      . still proassad forc   claim  share of success.  ACTAR  state televis NONTOPIC  DAYZ nesday  regim      s forc AVERB  key road to aleppo from   ACTAR  terror  ACTAR  break      N weeklong siege.  in  photo taken from  ACTAR  defens  ACTAR  websit on  MONZ . N   ACTAR  suNm jet  ACTAR  AVERB  from  airbas hmeimim in  ACTAR .  ACTAR  also NONTOPIC  DAYZ nesday  jet  struck   N terrorist target   previous N hour AVERB out  train camp near aleppo and underground shelter and  terrorist fortif in hom province. intellig  ACTAR  from within  middl  DIRECTZ   caution   rush to judgment. _it      s earli on in  game to NONTOPIC  effect  .  russians.          lahur talabani  director of   ACTAR   ADMINN   ACTAR       s intellig agenc NONTOPIC voa. _but  think       s  game changer    ACTAR  arriving.      . talabani in  ACTAR  for meet   ACTAR  NONTOPIC   ACTAR    necessarili need to AVERB decis blow to reach  goals. _their support role of assad   clear       talabani added. _they want to keep  aliv and  want to go on strong for  negotiations.      .  ACTAR  servicemen carri  coffin of vadim kostenko  N  of   ACTAR   support staff in  ACTAR    funer in   ADMINN  of grechnaya balka  DIRECTZ  DIRECTZ  of krasnodar  ACTAR   MONZ . N. grow ground force.  ACTAR  also acknowledg  fact on  ground in  ACTAR   prone to chang quickly.   ACTAR  intellig  ACTAR  note     ACTAR back offens  _progress slowli       assad      s alli   steadili appli  pressur sinc  start of last  MONZ . _the major offens   in  infanc         ACTAR  NONTOPIC. _iranian islam revolutionari guard corp troop  well   ACTAR  and  shia  ACTAR  probabl   arriv on  battlefield in greater number  mid MONZ .      . and  grow ground forc  sizeabl  intellig  ACTAR  estim  now  like N   proassad troop in  ACTAR . recent  SOURZ  suggest  size of   ACTAR  forc alon in  ACTAR   MONZ   doubl in recent week to N troops.  ACTAR  vladimir putin right and  ACTAR   ACTAR  arriv for  meet in  kremlin in  ACTAR   MONZ . N.  current and former  ACTAR  warn howev   ACTAR       s  ACTAR  polici face  similar shortcom   plagu  ACTAR  and  DIRECTZ  effort in  middl  DIRECTZ  and elsewhere.  air power alon  win  war. _.  ACTAR  vladimir.  putin will find in  N   MONZ   N   MONZ  N  MONZ    AVERB tide  turn  assad despit   ACTAR  presenc       NONTOPIC former  ACTAR  ambassador to ukrain john herbst now   atlant council      s eurasia center. _then       s in  difficult posit of  to serious AVERB  ACTAR  intervent put in  N  of  N  of  ACTAR  troop  watch  alli go  in defeat despit  ACTAR  plane  NONTOPIC."
"76","1610840_v0.2.0","563b7f6e421aa977f5b40d49_2","hama","aleppo"," ACTAR .   ACTAR   DAYZ  AVERB  key  ADMINN  along  vital road in  ACTAR    DIRECTZ  hama  ADMINN    ACTAR  forc  struggl to gain ground despit   MONZ  of  ACTAR  airstrikes.  setback for damascus came  franc NONTOPIC   deploy  aircraft carrier to boost  AVERB   ACTAR    AVERB AVERB of larg part of  ACTAR  and  ACTAR . and in  appar spillov of  ACTAR   war at least  N   ACTAR   AVERB in  AVERB AVERB in   ACTAR   ADMINN  along  border. bolster by   ACTAR  air campaign launch on  MONZ t. N prodamascus forc   AVERB to AVERB territori lost to  ACTAR  in  countri  brutal  N year war.   ACTAR  troop   far fail to score signific gain and on  DAYZ    ACTAR  faction jund alaqsa   SOURZ  to  AVERB  last governmentheld  ADMINN  on  main highway   N   ADMINN  aleppo to   DIRECTZ  and   ADMINN  of hama to   DIRECTZ .   ACTAR  AVERB full AVERB of   ADMINN  of sub_hama   fierc offens   ACTAR  observatori for human right  britainbas  ACTAR  NONTOPIC. director rami abdel rahman NONTOPIC AVERB  still rage in   DIRECTZ  and  DIRECTZ  of   ADMINN  and  dozen of soldier   AVERB  wounded. jund alaqsa boast of victori on  twitter account.   ACTAR  secur sourc insist AVERB  ongo and deni  major setback.  ACTAR  in   ADMINN    dealt  by   ACTAR  and  ACTAR   sourc NONTOPIC. sub_hama  chang hand  N  time in  conflict   ACTAR  troop last AVERB  in octob of last year. last  MONZ   ACTAR  troop launch  major fightback in hama  ADMINN    ACTAR  air support   main aleppo highway  main objective.    N  of  number of counteroffens  damascus  ACTAR   launch sinc  ACTAR  intervened.   loss of sub_hama  shown  despit  lot of firepow  hama offens    small success   NONTOPIC jeff white   ACTAR  expert at   ACTAR  institut for near  DIRECTZ  policy. despit   ACTAR  intervent  ACTAR   still capabl of mount offens oper white NONTOPIC.  ACTAR  forc  score  rare win on  DAYZ nesday AVERB from  ACTAR   altern rout   DIRECTZ   provid   ACTAR   sole link to  ADMINN  of aleppo   AVERB. AVERB  ACTAR  forc   N   road late last  MONZ  cut  food and suppli to  N  of  N  of  ACTAR  in   DIRECTZ  of aleppo city. for   N  time sinc  ACTAR   cut  road truck of fruit and veget arriv in governmentheld  ADMINN  in aleppo  ADMINN  resid NONTOPIC.  ACTAR   continu AVERB  various part of  ACTAR  despit   ACTAR  AVERB and    year of air raid target   ACTAR  by   ACTAR l coalition. franc  join coalit oper in  ACTAR  last  MONZ   previous carri out AVERB in  ACTAR  NONTOPIC on  DAYZ    deploy  charl de gaull aircraft carrier to better AVERB  extremists.  ACTAR   share  Nkilomet . Nmile.  border   DIRECTZ   ACTAR  meanwhil NONTOPIC   plan to soon launch   ACTAR  campaign   ACTAR .   plan to act militarili   in  come day foreign minist feridun sinirlioglu NONTOPIC.  ACTAR   round  dozen of  ACTAR  suspect in recent week in polic raid across  countri  sinirlioglu   specifi  ankara  action  target  ACTAR  in  ACTAR   in  ACTAR .   N  ACTAR    AVERB in  ACTAR   war  began in N and  frequent spill across  border. on  DAYZ  at least  N   ACTAR   AVERB and  N  AVERB in  suicid AVERB at  meet of muslim cleric in   ACTAR  border  ADMINN  of arsal accord to  secur source. arsal host  N   ACTAR  refuge  well   ACTAR  in  AVERB countryside.    immedi clear   MONZ   carri out  AVERB."
