"","id","original","machine.predicted.rf","machine.predicted.svm","machine.predicted.nnet","machine.probabilities.rf","machine.probabilities.svm","machine.probabilities.nnet"
"154","7322224qinghai","1","0","0","0","0.165666666666667","0.350410310496303","0.14760550489176"
"155","32076964guangdong","1","0","1","1","0.488333333333333","0.647208472159978","0.502687148422111"
"156","7322224sichuan","0","0","0","0","0.365333333333333","0.412432197612386","0.233434168920581"
"157","17030735beijing","0","0","0","0","0.297333333333333","0.239670153295945","0.399559385313219"
"158","7322224tibet","0","0","0","0","0.146","0.346233449099503","0.120905408024055"
"159","3507326guangdong","1","1","1","1","0.706","0.624451292641846","0.725668294743632"
"160","17030735guangdong","0","0","0","1","0.396666666666667","0.277283221421712","0.530675460784941"
"161","22378478zhejiang","1","1","1","1","0.792666666666667","0.667853259535144","0.929256683895503"
"162","17030735jiangsu","1","1","1","1","0.714","0.784045804375231","0.784966272807395"
"163","18871127guangdong","0","1","1","1","0.947","0.940036692716621","0.939654024901355"
"164","11339487gansu","0","0","0","0","0.368666666666667","0.163122861333811","0.137996224877045"
"165","17030735liaoning","0","0","0","0","0.335333333333333","0.231406864524915","0.422901908034499"
"166","17295543guangdong","1","1","1","1","0.956333333333333","0.647801462624742","0.987059017289666"
"167","18094057beijing","0","0","0","0","0.168","0.345680480480337","0.140031587636255"
"168","18871127hainan","0","0","0","0","0.0746666666666667","0.114633685265216","0.143794596354298"
"169","6719363zhejiang","1","1","1","1","0.767333333333333","0.864231276752491","0.889288750078039"
"170","11339487guangxi","0","0","0","0","0.099","0.0876608982144025","0.123444778215122"
"171","17030735shanghai","0","0","0","0","0.318666666666667","0.163294829555292","0.208451258041863"
"172","18094057guangdong","1","1","1","0","0.558666666666667","0.650797618985206","0.478487064003824"
"173","18871127jiangxi","1","1","1","1","0.598","0.816488032807481","0.938600633661371"
"174","19069355xinjiang","1","1","1","1","0.742","0.917644582117938","0.914048235170439"
"175","23979595beijing","1","0","0","0","0.251333333333333","0.343427709649662","0.125065922112058"
"176","11339487hubei","0","0","0","0","0.0863333333333333","0.0932025049398498","0.0936716246326724"
"177","11449198guangdong","1","1","1","1","0.583666666666667","0.691542012253877","0.754612886280304"
"178","12021786guangdong","0","0","0","0","0.317","0.393728247881353","0.10462766268712"
"179","17030735sichuan","0","0","0","0","0.244666666666667","0.30572657381895","0.452434567144852"
"180","23979595shanghai","1","0","0","0","0.410333333333333","0.466957735760149","0.333075741790964"
"181","10266200beijing","0","0","0","1","0.406","0.406484916527137","0.578166862191344"
"182","11339487innermongolia","1","1","1","1","0.823666666666667","0.829993691315746","0.88664752252272"
"183","11449198jiangxi","0","0","0","0","0.219333333333333","0.163978663122069","0.172135762332273"
"184","12021786tibet","0","0","0","0","0.136333333333333","0.395422323019914","0.103555262709331"
"185","1601418beijing","0","0","0","0","0.311","0.36773871992701","0.120902273845117"
"186","23979595tianjin","1","0","0","0","0.318","0.397140766975704","0.162759400349502"
"187","10266200gansu","0","0","0","0","0.385666666666667","0.267099622934041","0.354646628988982"
"188","11339487jiangsu","1","0","0","0","0.091","0.118416779072584","0.0713807090621374"
"189","12021786xinjiang","1","1","1","0","0.522666666666667","0.616021483182742","0.261106267042847"
"190","1601418jilin","1","0","0","1","0.426","0.420208415268448","0.759190736492207"
"191","24680387sichuan","1","1","1","1","0.683333333333333","0.60793382696631","0.861475201860894"
"192","10266200guangdong","1","1","1","1","0.796333333333333","0.74271855259205","0.949736695855372"
"193","11339487shaanxi","1","0","0","0","0.0873333333333333","0.0927533277632446","0.107618750574908"
"194","1601418liaoning","1","0","1","1","0.472333333333333","0.5532038791812","0.887173742651613"
"195","24137213liaoning","1","1","1","1","0.631","0.826450921203734","0.859581948240108"
"196","27521970hunan","1","1","1","1","0.739333333333333","0.616978028290209","0.82648491030562"
"197","11339487sichuan","1","0","0","0","0.1","0.0781283826769302","0.0788298318517147"
"198","25213586guangdong","0","0","0","0","0.3","0.428516432120558","0.385960104914974"
"199","4637399beijing","1","0","0","0","0.376","0.340489350698795","0.305001806270328"
"200","13019183guangdong","1","1","1","1","0.742666666666667","0.822905801341128","0.771713614052486"
"201","25213586hunan","1","1","1","1","0.575333333333333","0.585039561914288","0.665273430362573"
"202","4637399liaoning","0","1","1","1","0.521666666666667","0.607480786230174","0.665216129222646"
"203","25213586zhejiang","0","0","0","0","0.429","0.463020714799248","0.403832400508157"
"204","22123366beijing","0","0","0","0","0.186666666666667","0.211213668789634","0.101840166843766"
"205","23511968beijing","0","1","1","1","0.769333333333333","0.897365794512399","0.871912397622398"
"206","22123366tibet","1","1","0","1","0.594666666666667","0.462887977580386","0.858825330374987"
"207","18468651guangdong","1","0","0","0","0.051","0.0984034807148874","0.167936920172772"
"208","23511968tianjin","1","0","1","1","0.438333333333333","0.508945585760112","0.677670072188153"
"209","17749953beijing","0","0","0","0","0.223","0.14803301712929","0.119990219958073"
"210","18468651guizhou","1","0","0","0","0.185666666666667","0.188287273020967","0.206094795960462"
"211","17749953guizhou","0","1","0","1","0.539666666666667","0.472824776856947","0.585872443619095"
"212","23645316shandong","1","1","1","1","0.617333333333333","0.752466962456382","0.818628033864035"
"213","18468651sichuan","1","0","1","0","0.476","0.628469563358785","0.41224627722508"
"214","17749953qinghai","1","1","0","1","0.521","0.418042738030877","0.708041777036881"
"215","22997344guangdong","1","0","1","1","0.477666666666667","0.542352222606983","0.622858923292456"
"216","18468651zhejiang","1","1","1","1","0.682666666666667","0.822009351420791","0.539307916313677"
"217","17749953tibet","0","0","0","0","0.287","0.470575761614812","0.231517346039619"
"218","18824124hainan","1","1","1","1","0.678","0.836168070339745","0.791339428805926"
"219","20670355beijing","0","0","0","0","0.047","0.107623611654205","0.0827829437123885"
"220","16269055beijing","0","0","0","0","0.255666666666667","0.165575147584858","0.212354588068662"
"221","20670355guizhou","0","0","0","0","0.288333333333333","0.210492113708821","0.248274936633671"
"222","16269055guangdong","0","0","0","0","0.308","0.392550323476929","0.436635184863036"
"223","20670355hainan","0","0","0","0","0.157333333333333","0.126686518400763","0.110337269889941"
"224","16269055henan","1","1","1","1","0.802333333333333","0.833285178027695","0.790843483368897"
"225","20670355qinghai","1","1","0","1","0.520333333333333","0.492070279586011","0.687847154315389"
"226","26164598guizhou","1","1","1","1","0.819333333333333","0.722088738473099","0.954360036039017"
"227","22334337shaanxi","1","1","1","1","0.675333333333333","0.885713891453816","0.907300767049425"
"228","16269055jiangsu","0","0","0","0","0.172666666666667","0.160376366382805","0.227710403919467"
"229","17619005hainan","1","1","1","1","0.692333333333333","0.609617457097905","0.776940861313809"
"230","20670355tibet","0","0","0","0","0.179","0.388720455912553","0.0591007115441365"
"231","23363132guangdong","1","1","1","1","0.598333333333333","0.67962359198696","0.883194880955206"
"232","26164598henan","1","0","0","0","0.402666666666667","0.422400907775417","0.486846817402949"
"233","17619005sichuan","0","0","0","0","0.468333333333333","0.489214393650312","0.439053364910812"
"234","20819926beijing","0","1","1","0","0.503","0.601500203672966","0.277447221611046"
"235","28057239zhejiang","1","1","1","1","0.614","0.666269936876926","0.773513147167601"
"236","18284862beijing","0","1","1","0","0.512666666666667","0.53891237600198","0.454025118747706"
"237","9236772chongqing","1","1","1","1","0.892666666666667","0.642179161087153","0.96547433873923"
"238","20819926fujian","0","0","1","0","0.429666666666667","0.530792649229404","0.306248900988892"
"239","21125692guangdong","1","1","1","1","0.593666666666667","0.676456413218451","0.814348062070434"
"240","18284862chongqing","1","0","0","0","0.43","0.292137496167535","0.181806017455937"
"241","9236772yunnan","0","0","0","0","0.22","0.359464785254128","0.206153429010848"
"242","20819926guangdong","0","0","0","0","0.321333333333333","0.402487317147197","0.208780372331254"
"243","20936839guangdong","1","1","1","1","0.857","0.924112854977185","0.965693803982459"
"244","18284862guangdong","1","1","1","0","0.583","0.586617722457635","0.40291619959599"
"245","17652698beijing","0","0","0","0","0.105666666666667","0.0900804356178127","0.0890185625435864"
"246","21186442henan","1","1","1","1","0.645666666666667","0.630900296041678","0.871962092899369"
"247","20819926hebei","0","0","0","0","0.123666666666667","0.34579479387037","0.123134231104228"
"248","18284862hainan","0","0","0","0","0.209666666666667","0.153399680174285","0.153271597264723"
"249","17652698fujian","0","0","0","0","0.275","0.169183497515853","0.172325899945412"
"250","21984369sichuan","1","1","0","0","0.576","0.469290464279622","0.405189747547269"
"251","20665331beijing","0","0","0","0","0.290666666666667","0.412413201178465","0.162974119800582"
"252","20819926henan","0","0","0","0","0.183666666666667","0.351866437100259","0.0920890129557647"
"253","18284862hubei","0","0","0","0","0.148666666666667","0.165479411319771","0.115219356270402"
"254","17652698jiangsu","0","0","0","0","0.244333333333333","0.119556762954595","0.093616418957304"
"255","21984369tibet","0","0","1","1","0.448666666666667","0.577536179036729","0.579432841245182"
"256","20665331chongqing","0","0","0","0","0.205333333333333","0.138353837730706","0.12181179684407"
"257","20819926hubei","0","0","1","0","0.464333333333333","0.543037770606258","0.191886918448687"
"258","21560122beijing","1","0","1","1","0.434666666666667","0.675733973482023","0.676711900905865"
"259","18284862jilin","1","0","0","0","0.417333333333333","0.358251171163868","0.273504050873643"
"260","17652698liaoning","0","0","0","0","0.214666666666667","0.108388374625063","0.091782007064434"
"261","20665331fujian","0","0","0","0","0.371333333333333","0.276180868247556","0.11484410901452"
"262","20819926hunan","0","0","1","0","0.392333333333333","0.557962990070237","0.195555575623385"
"263","21560122shanghai","1","1","1","1","0.544333333333333","0.662708823021271","0.554309810675274"
"264","18284862shaanxi","1","0","0","0","0.368333333333333","0.203798466906044","0.121080432547383"
"265","17652698shandong","0","0","0","0","0.159333333333333","0.130365162786163","0.125368302080428"
"266","15895565guangdong","0","0","0","0","0.0846666666666667","0.0884927286762673","0.0513553222405343"
"267","20665331gansu","0","0","0","0","0.373","0.334246490381774","0.300953749883648"
"268","20819926innermongolia","0","0","0","0","0.128666666666667","0.346638172079387","0.126179220063486"
"269","18284862shandong","0","0","0","0","0.215666666666667","0.155820340799441","0.118491229187586"
"270","17652698sichuan","0","0","0","0","0.219","0.13282017857962","0.0603521308980219"
"271","15895565jiangxi","0","0","0","0","0.164666666666667","0.123930186722232","0.140944660385874"
"272","20665331guangdong","0","0","0","0","0.150666666666667","0.11625700595338","0.086137058039419"
"273","20819926jiangsu","0","1","1","1","0.612666666666667","0.573744430324408","0.60975497053546"
"274","18284862shanxi","0","0","0","0","0.140666666666667","0.141033227132463","0.104257518976855"
"275","17652698zhejiang","1","1","1","1","0.826","0.853544083048519","0.870177807174918"
"276","15895565liaoning","0","0","0","1","0.26","0.230894868391282","0.5291613112482"
"277","20665331guangxi","1","0","0","0","0.339","0.21089298840621","0.121040745659774"
"278","20819926liaoning","0","0","0","0","0.136666666666667","0.345900609153761","0.099271658721005"
"279","18284862sichuan","0","0","0","0","0.426","0.454176309530541","0.225483425642232"
"280","17103732guangdong","1","1","1","1","0.834666666666667","0.949382404092475","0.926780534683341"
"281","15895565zhejiang","1","1","1","1","0.994","0.917103662167937","0.982172172592442"
"282","20665331guizhou","0","0","0","0","0.0766666666666667","0.129122996292579","0.100355043247042"
"283","20819926ningxia","0","0","0","0","0.320333333333333","0.432036699451793","0.222561433385848"
"284","18284862tianjin","1","0","0","0","0.252666666666667","0.157137483946325","0.136831499240535"
"285","12481202anhui","1","0","0","0","0.279666666666667","0.345909044620547","0.103334324862797"
"286","22254379guangdong","1","1","1","1","0.815","0.683379546824999","0.920067432699259"
"287","20665331hainan","0","0","0","0","0.159333333333333","0.120697922019096","0.05634846465587"
"288","20819926shaanxi","0","0","0","0","0.422333333333333","0.449626006481292","0.319804950469422"
"289","18284862tibet","0","0","0","0","0.212666666666667","0.363773103602044","0.0532832392996898"
"290","12481202beijing","1","0","0","0","0.306","0.40252096427157","0.20620151524592"
"291","20665331henan","1","0","0","1","0.365666666666667","0.469237710863953","0.659233252312646"
"292","20819926shandong","0","0","0","0","0.175666666666667","0.357352536330824","0.120353840791423"
"293","18284862xinjiang","0","0","0","0","0.483333333333333","0.305753483013114","0.0953236260192957"
"294","12481202hubei","1","0","0","0","0.281","0.357355037745619","0.13561524297507"
"295","19264806beijing","1","1","1","1","0.722333333333333","0.733656072650984","0.638637729715511"
"296","20665331hubei","0","0","0","1","0.366","0.360189610775968","0.551043053741246"
"297","20819926shanghai","1","0","1","0","0.331333333333333","0.534201403478489","0.25631228608573"
"298","18284862yunnan","1","0","0","0","0.214666666666667","0.157832293400639","0.117361252004009"
"299","12481202shandong","1","0","0","0","0.369333333333333","0.358074643145939","0.230943986025971"
"300","19264806guangdong","0","0","1","0","0.289666666666667","0.516893782112742","0.495977975650303"
"301","20665331hunan","0","0","0","0","0.282666666666667","0.159072994691942","0.121243649522147"
"302","20819926shanxi","0","0","0","0","0.128666666666667","0.346638172079387","0.126179220063486"
"303","18284862zhejiang","0","0","0","0","0.0813333333333333","0.157924469151047","0.110624648380489"
"304","12481202tibet","0","0","0","0","0.219333333333333","0.413643696648139","0.192209280905208"
"305","19264806shanghai","0","0","1","0","0.342333333333333","0.513481434603448","0.223696235458495"
"306","20665331jiangsu","0","0","0","0","0.210666666666667","0.147239122926271","0.119636995419434"
"307","20819926tianjin","0","0","0","0","0.231666666666667","0.37018992324778","0.127264374162009"
"308","27459251beijing","0","0","0","0","0.210333333333333","0.114976050089873","0.108720904858646"
"309","12481202yunnan","1","0","0","0","0.451333333333333","0.485056354712655","0.279066552906088"
"310","20665331qinghai","0","0","1","0","0.476666666666667","0.6039853850721","0.333218491117333"
"311","20819926tibet","0","0","0","0","0.114333333333333","0.347373908540665","0.0910664277855654"
"312","27459251shaanxi","1","1","1","1","0.711666666666667","0.630565568499469","0.652350848731907"
"313","13336075guangdong","1","1","1","1","0.96","0.674782583616225","0.98525848016439"
"314","20665331shaanxi","1","0","1","0","0.468333333333333","0.516474269360328","0.176840726782961"
"315","20819926xinjiang","0","0","0","0","0.114","0.349974428848394","0.119197051218118"
"316","36238809gansu","0","1","1","1","0.531333333333333","0.508043861298975","0.944765736244933"
"317","20665331shanghai","0","0","0","0","0.15","0.138871079689304","0.0820736736303013"
"318","20819926yunnan","0","1","1","0","0.5","0.575130676393809","0.302740680635444"
"319","36238809sichuan","1","1","0","1","0.529666666666667","0.472302184735218","0.809154935294967"
"320","20665331sichuan","1","0","1","0","0.448333333333333","0.541741554121792","0.263500991135499"
"321","20819926zhejiang","0","0","0","0","0.096","0.350401218862667","0.122647586772981"
"322","36238809tibet","0","0","0","0","0.215","0.491545972608264","0.0764671907115708"
"323","20665331tibet","0","0","0","0","0.159","0.423602882390038","0.0204966361544178"
"324","7492095anhui","0","1","1","1","0.627333333333333","0.582479068150649","0.760040961385298"
"325","23479273guangdong","1","1","1","1","0.830333333333333","0.627385053821664","0.938092274844692"
