"","story_id","province_human","province_ICEWS","cleantext"
"51",35032773,"zhejiang","beijing","ACTAR in DIRECTZ  ACTAR AVERB in  middl of  night  christian ACTAR  mass around  church on DAYZ    fail to carri out  gover ACTAR  order to remov  cross from  build  accord to wit  and   onlin accounts. ever peopl  AVERB in  N hour melee. ozen of church in  wealthi ADMINN of zhejiang  receiv gover ACTAR  notic in  past N week demand  demolit of church build  remov of cross in   gover ACTAR  NONTOPIC   campaign aim at illeg structur   us base christian ACTAR id says. ight ACTAR   and   christian NONTOPIC  amount to religi persecut   ignor  protect of religi freedom in ACTAR  constitution. n  latest move  ACTAR tri to remov  cross from  church in sub_zhejiang close to sub_zhejiang ADMINN   congreg AVERB  church  and   prevent ACTAR from get close  N wit NONTOPIC. e   want  to get close    join  to stop  get in    came at us  and   AVERB us  N of  ACTAR    gave  famili name  zhang  NONTOPIC SOURZ by telephon  put  number of ACTAR at  N. hang NONTOPIC ACTAR   unabl to remov  cross    lock   site. nother wit   ask  to  identifi  NONTOPIC  AVERB  start at N .. and   went on for N hours. knew of at  DIRECTZ  N peopl  need hospit trea ACTAR . e  christian  and     look for troubl   and     gover ACTAR  come to us  reason request   will  oppos . use forc on us at N .. unaccept  and     understand        added. ictur on  twitter like microblog site weibo  and   ACTAR le messag app wechat show ACTAR  fight  ACTAR N peopl  bloodi faces. euter  unabl to independ verifi  ver ADMINN of  pictur  and   N  swift remov by gover ACTAR  censors. n offici  answer  telephon at  pingyang gover ACTAR  NONTOPIC    understand  situat  and   declin  co ACTAR .SOURZ  unabl to reach pingyang ACTAR  hejiang AVERB on  coast to  DIRECTZ  of shanghai  and    long  known   hub of privat enterprise. hina   N christian  split    worship at state sanction church  and     belong to underground churches.right ACTAR  frequent NONTOPIC ACTAR of  respect freedom of ACTAR  charg beijing denies. bout N mass incidents.  euphem for protests. occur  year in ACTAR  trigger by corrupt  pollut  illeg land grab  and    grievances. NONTOPIC by ben blanchard  edit by ron popeski"
"52",24090467,"tianjin","tianjin","cathol ACTAR   and   nun  lobbi for  return of properti AVERB by chines author  insist  demand  met   offici NONTOPIC DAYZ   despit NONTOPIC of attack  .  offici at  shanxi ADMINN religi bureau in DIRECTZ  ACTAR NONTOPIC  of  ACTAR   travel to  DIRECTZ  ADMINN ty of tianjin to lobbi for  return of church properti stay  ahead of christmas.  of   return    still    offici   gave  name  ning  NONTOPIC SOURZ.  cathol asia SOURZ agenc NONTOPIC  ACTAR of N ACTAR   and   N nun went to tianjin from shanxi to ask for  return of N DIRECTZ  style build   own by  dioces   confisc by  communist regim  N. despit  promis to return  properti   N year ago   gover ACTAR    hand back  properti  accord to  agency. last DAYZ    ACTAR of ACTAR   and   nun  AVERB by N peopl  steel bar  club  and   brick   AVERB in front of tianjin  ADMINN hall  accord to  agency. N ACTAR  knock unconsci   nun  hospitalis  head injuri   and   N  ACTAR   in  bad condit   NONTOPIC.  spokesman for  gover ACTAR  back chines cathol patriot associ NONTOPIC  ACTAR   return to shanxi  and   ACTAR ion   church  and   properti develop  underway. N   church  legitim right  to  protected.N   problem  to  solv legal  dialogu in order to safeguard social stabil  liu bainian NONTOPIC SOURZ.   offici at  tianjin relig affair ACTAR NONTOPIC  issu    resolv  and   relev author  tianjin  and   shanxi  still discuss  to handl  dispute. tianjin gover ACTAR declin to co ACTAR   NONTOPIC  gover ACTAR    knowledg of  dispute.  case  reminisc of  NONTOPIC conflict in  DIRECTZ  ADMINN of sub_shaanxi last  MONZ   N nun  appar AVERB  attempt to prevent  demolit of  cathol school  ADMINN author  sold to  developer."
"53",25999825,"shandong","shandong","learn by  center  yan peng   well known dissid in shandong   taken  custodi   ACTAR suspect by  public secur bureau of sub_shandong ADMINN on  morn of N  MONZ . hous  search by  ACTAR yesterday N dissid in  ADMINN publish  open letter of AVERB   N dissid ACTAR AVERB  AVERB in AVERB in front of  sub_shandong public secur bureau to AVERB   persecut by  author right  beijing  won  right to host  olymp games.  accord to  yan peng  wife  zhong xiany  NONTOPIC us   husband  detain by  public secur author at  guangxi custom on N  MONZ     go to vietnam for sightse   member of  tourist ACTAR on N  MONZ   ACTAR of  sub_shandong public secur bureau came to  hous  and   NONTOPIC   yan peng  formal put  ACTAR detent on  suspect charg of illeg leav  country. public secur ACTAR  search  hous  and   took away  comput  and     things.learn of   dissid in shandong  quit indignant. opin   yan peng  complet  legal procedur for  vietnam tour  and     arrest in guangxi     obvious case in   author frame  dissid   trump  ACTAR charge.yesterday morn  N dissid in sub_shandong  name  mu chuanheng  li xielin   and   mu xiaobo visit  sub_shandong public secur bureau    ACTAR  refus to talk  .to NONTOPIC  AVERB   sat quiet at  gate of  public secur bureau despit  broil hot weather.lat  N dissid issu  open letter to  intern communiti  NONTOPIC   chines communist  promis to improv  human right situat  bid for  olymp game   persecut  dissid right  obtain  right to host  games.  cheat  public of  intern communiti   letter concludes.today  mu chuanheng  and   other  hire  lawyer for yan peng.  yan peng  N  took part in  N democrat mov ACTAR .  ran  comput ACTAR  and    N of  earliest dissid use  internet.  help N dissid in  countri to go on line  and   use  internet. of      arrest N time by  public secur authorities. efor beijing succeed in  olymp bid   number of subvers case origin schedul to  tri short   held .now    won  right to host  olymp game   case  expect to  tri N  another.accord to  predict  in  MONZ   and    MONZ   N dissid will  brought to trial on  charg of subvert  state power. N dissid  includ li wangyang  yang zili  xu wei  huang qi  lu SOURZ  wang jinbo   and   hu ming MONZ    MONZ   given  heavi sentenc of   N year  impriso ACTAR .   vote for  olymp host  N member of  intern olymp committe believ  make beijing  host ADMINN  help ACTAR improv  human right situation.  center view   howev    mere  wish thinking.in realiti  give beijing  right to host  olymp game can  beef   chines communist  N ACTAR dictatorship  therebi make ACTAR  road to democraci even longer.  fund ACTAR al reason  human right  infring upon in ACTAR  N ACTAR dictatorship.    chines communist  basic purpos of suppress dissid     preserv  N ACTAR dictatorship...attac ACTAR s"
"54",11339487,"innermongolia,shaanxi,sichuan,jiangsu,sichuan","innermongolia","text of SOURZ by ACTAR inform centr for human right  and   democraci on N  MONZ ....migrant ACTAR  AVERB road yesterday  today in sub_innermongolia  sub_hubei  sub_jiangsu  sub_sichuan  sub_shaanxi  sub_guangxi.. centr  learn  road AVERB incid involv N of migrant ACTAR  occur in at  DIRECTZ  N ADMINN yesterday  and   today  affect transport for N of N of people.   statist ..time locat number of peopl cause..morn N  MONZ  outsid sub_innermongolia ADMINN gover ACTAR  build N construct ACTAR owe migrant ACTAR  back wages..morn N  MONZ  donghu develo ACTAR  ADMINN  sub_hubei N ADMINN develop owe migrant ACTAR  unpaid wages..morn N  MONZ  sub_gansu ADMINN  sub_sichuan N real estat ACTAR owe migrant ACTAR  back wages..afternoon N  MONZ  jiefang DIRECTZ  road  sub_jiangsu N sub_jiangsu high  and   new tech ACTAR develo ACTAR  zone owe migrant ACTAR  back wages..afternoon N  MONZ  DIRECTZ  N ring road  sub_shaanxi N AVERB by migrant ACTAR  owe back pages..afternoon  N  MONZ  zhonghua road  sub_guangxi N construct ACTAR owe migrant ACTAR  back wages..migr ACTAR  AVERB outsid  ADMINN gover ACTAR  build in sub_innermongolia today held banner   word repay   money earn by hard toil    to go home for  chines new year. in addit   centr  learn   propaganda depar ACTAR    ACTAR DIRECTZ  committe issu  circular N  MONZ  ban  NONTOPIC of road AVERB by migrant ACTAR .  past N day   author    strict limit  NONTOPIC of AVERB by  formal SOURZ ACTAR    also tighten control on  internet.just  everi post on AVERB  brought traffic to  standstil   taken . source. inform centr for human right  and   democraci  ACTAR  in chines N  MONZ  N"
"55",19973173,"guizhou","hubei","follow highlighti from nanfang dushi bao for  period N  MONZ  N. guizhou ACTAR  remain in ACTAR custody.  nanfang dushi bao    popular  and   occasion outspoken daili ACTAR affili  nanfang ribao    daili ACTAR of  guangdong ADMINN cpc committe  on N  MONZ  carri  SOURZ by zhou songbai NONTOPIC    N ACTAR   detain   AVERB  ACTAR   AVERB   construct project in guizhou  qianxi nanzhou. SOURZ NONTOPIC   ACTAR . detain on N  MONZ    day of  AVERB. remain in ACTAR custodi  of N  MONZ . see vernacular file. ndNe.df   file worthi item  note in pts NONTOPIC sourc today. pts scan on  daili basi  follow sourc in chinese. hsin pao  ching chi jih pao  ming pao  wen wei po  ta kung pao  hsiang kang shang pao  tai yang pao  tung fang jih pao  feng huang wang  ping kuo jih pao  sing tao jih pao  phoenix newslin .attac ACTAR s"
"56",5041332,"guangdong","beijing","..around N peopl began  hunger AVERB DAYZ  in DIRECTZ  ACTAR   ADMINN chief  alleg corrupt  and    disput  land requisit  ACTAR  NONTOPIC  ACTAR arrest N protestors. dozen of resid of taishi ADMINN in guangdong ADMINN   AVERB in front of  panyu ADMINN gover ACTAR  ADMINN for  past N day to demand  remov chen jinsheng   NONTOPIC SOURZ.    latest in  seri of AVERB  land right in rural ACTAR  and   highlight  increas contenti problem  threaten to boil   larger scale conflict across  country.  of earli DAYZ   around N ACTAR   stop take food in  desper move to forc  gover ACTAR  to oust chen.  NONTOPIC  of sell  farmland to properti develop without  approv  and   embezzl ADMINN funds.   don t remov    will AVERB  hunger AVERB indefinitely.    answer   won t go  NONTOPIC  ACTAR surnam huang.  NONTOPIC  N ACTAR  descend on  DAYZ  morn  and   arrest N  N protestors.   arrest peopl   talk on ACTAR le phone   take photo  NONTOPIC anoth ACTAR  feng jianming. feng NONTOPIC   also around N peopl AVERB outsid  taishi ADMINN gover ACTAR  ADMINN . peopl   extrem angri .. re  afraid    want to arrest  let  arrest  whole ADMINN  feng NONTOPIC.  lost  famili  land  feng NONTOPIC     abl to earn  meagr incom   motorcycl taxi driver  and   N  ACTAR    forc to leav to find job elsewhere.  panyu ADMINN  and   taishi ADMINN gover ACTARrefus co ACTAR     panyu ACTAR  N week ago  estim N peopl from taishi AVERB  N of ACTAR  result in N injuri  and    arrest of N residents.N  sinc  released. guo feixiong   lawyer for  of  ACTAR   NONTOPIC ACTAR in sub_guangdong ADMINN    jurisd   ADMINN   agre to investig  arrests. in   MONZ arat incid    N rural famili in  nort DIRECTZ  ADMINN of gansu  su  local gover ACTAR   illeg land seizur  and   forc demolit of  hous   SOURZ NONTOPIC DAYZ . land requisit by  state  becom N of ACTAR  sharpest social issu    increas number of evict peopl NONTOPIC gover ACTAR of illeg land grab to enrich  rule elite. in ACTAR  land  own by  state  give local ACTAR tr ACTAR ous powers. vy mp ben"
"57",4350460,"zhejiang","beijing","ACTAR  AVERB  AVERB  pollut at  factori in DIRECTZ  ACTAR AVERB  ACTAR   and   ACTAR  later AVERB  for particip  leav dozen AVERB  wit  and   medic ACTAR NONTOPIC DAYZ .  larg ACTAR of peopl AVERB DAYZ  outsid  tian neng batteri factori in sub_sichuan   ADMINN in zhejiang ADMINN  to AVERB    NONTOPIC  lead pollut  ACTAR  NONTOPIC. ACTAR fire tear gas   crowd  and   AVERB innoc bystand  NONTOPIC  ACTAR  refus to give  name. also saw  ambul go   ADMINN to pick  AVERB people.  man  reach by telephon  NONTOPIC  wit  AVERB  and    N peopl  involved.  woman at  emerg ward of  sub_zhejiang hospit NONTOPIC  N  and   N peopl  treat DAYZ  for minor injuri relat to  incident. NONTOPIC    discharg by DAYZ    refus to provid   detail  give  name.  medic at  N aid center in changx NONTOPIC N peopl arriv in ACTAR vehicl for trea ACTAR    hit by stone  rough pushed. gave   famili name  wang. anoth ACTAR     want to give  name for fear of retali   famili  NONTOPIC  N ACTAR  later went to ADMINN   and   harass  and   AVERB  particip  AVERB at  DIRECTZ  N people. ACTAR  hold shield  and   wear helmet   NONTOPIC.  man   NONTOPIC   NONTOPIC   incid by wit  NONTOPIC N resid sought reveng later  night by break  gover ACTAR  ADMINN   and   burn ACTAR cars.  NONTOPIC  ACTAR  want  factori to shut   move    ACTAR  refused.   provid   details. telephon either rang busi    answer on DAYZ  at  factori  and   at sub_sichuan ACTAR  and   gover ACTAR  ADMINN . man  answer  phone at  sub_zhejiang gover ACTAR  ADMINN   overse sub_sichuan  NONTOPIC   never heard of  case.  scene of frustrat  becom  common  ACTAR  in rural ACTAR vent  anger  corrupt  pollut  and    seizur of land for real estat develo ACTAR .   DIRECTZ  gover ACTAR  NONTOPIC   concern  and   want  peac resolut of disput  local authorities. N indiffer  bullying. usual end  deal   situat   often AVERB violent. anoth ACTAR reach by telephon NONTOPIC  pollut disput AVERB   conflict   polic ACTAR  and    locals. N peopl  AVERB  NONTOPIC  man   gave   surnam  zhou.  still N ACTAR around today. resid NONTOPIC N of ACTAR  guard  factori  and   gover ACTAR  ADMINN  on DAYZ     violenc broke out. last  MONZ   farmer in sub_zhejiang  anoth zhejiang ADMINN  attack  pharmaceut plant  rock  and   tool  and   forc  to suspend product  NONTOPIC  chemic runoff stunt crop  and   caus  rise in cancer  and   birth defects.  N confront follow   plant AVERB oper   and   farmer  and   ACTAR  NONTOPIC injured. in  MONZ   at  DIRECTZ  N peopl  AVERB elsewher in zhejiang  ACTAR AVERB  ACTAR   set  bamboo hut in  industri complex to AVERB pollution."
"58",7192842,"shanghai,beijing","beijing","..at  DIRECTZ  N peopl in ACTAR  join  roll hunger AVERB to AVERB recent attack by author on social ACTAR    lawyer  initi  campaign NONTOPIC DAYZ . gao zhisheng NONTOPIC at  DIRECTZ  N peopl in shanghai  and   N in beijing   take AVERB to AVERB N hour hunger AVERB to show  solidar   ACTAR .  aim  to NONTOPIC solidar    ACTAR     oppress by  obscen regim  gao NONTOPIC SOURZ.     seri of case recent in  right ACTAR    AVERB  by author   NONTOPIC. gao cite  case of promin ACTAR yang maodong  wide known by  pen name guo feixiong    alleg AVERB outsid  ACTAR station in guangdong ADMINN last week  ACTAR look on. yang  detain by ACTAR in beijing on DAYZ    attempt to hand in  AVERB for ACTAR  senior leader at  compound near beijing  fellow ACTAR  NONTOPIC  ad      heard from since. yang  letter  AVERB  communist regim  continu crackdown on ACTAR   and   ACTAR   help farmer protect   forc land requisit   well  criticis AVERB suppress of ACTAR freedom   NONTOPIC.  to N  ACTAR   went to support yang on DAYZ   detain  NONTOPIC qi zhiyong   lost  leg   shot by  soldier in  bloodi tiana ACTAR crackdown in N. NONTOPIC   also held for N hour  and    take part in  hunger AVERB AVERB. beijing ACTAR refus to co ACTAR  on  detentions.  ACTAR  support by  campaign includ chen guangcheng      N hour surveil at  home sinc  MONZ   expos  forc steril of w ACTAR in shandong ADMINN  gao NONTOPIC. gao  disbar late last year   AVERB  gover ACTAR  for  persecut on  falungong spiritu sect    ban in N.  must    can   NONTOPIC.    hope to awaken chines peopl  understand of  uncivilis regime.  live like human      basic demand  and      reason demand. gao NONTOPIC  hunger striker includ ordinari ACTAR  AVERB  AVERB privately. vy kma lod"
"59",18094057,"guangdong","guangdong","recast  add background ..sub_guangdong  ACTAR   MONZ  N  SOURZ . score of support of N of ACTAR   liber ACTAR  AVERB outsid  headquart on DAYZ  in  rare AVERB  censorship  back  unusu AVERB by journalist  interfer by  ADMINN propaganda chief.  AVERB in sub_guangdong  capit of DIRECTZ  guangdong ADMINN  come amid  AVERB standoff   gover ACTAR   and    peopl  SOURZ freedom.  also  earli test of ACTAR chief xi jinp  commi ACTAR  to reform.  outcri began late last week  NONTOPIC at  influenti DIRECTZ  week ACTAR NONTOPIC censor of replac  origin new year  letter to reader  call for  constitut gover ACTAR   anoth piec laud  ACTAR  achiev ACTAR s. ACTAR allow  AVERB outsid  headquart of  DIRECTZ  ACTAR  illustr   guangdong gover ACTAR   led by newli appoint  and   rise polit star hu chunhua  want to tread care to NONTOPIC rise public anger  censorship.  ACTAR    of  young  laid  small hand written sign  NONTOPIC freedom of NONTOPIC    crime  and   chines peopl want freedom.N clutch yellow chrysanthemum  symbolis mourn  AVERB of SOURZ freedom.  nanfang  DIRECTZ   ACTAR  relat will to speak  truth in ACTAR   need to stand  for  courag  and   support  now  ao jiayang   young ngo ACTAR  bright orang dy hair  NONTOPIC SOURZ.  hope     can fight for ACTAR freedom in ACTAR  ao NONTOPIC.today  turnout reflect    and    peopl in ACTAR   civic consciousness.  attent paid to  AVERB domest highlight  uniqu posit of guangdong  ACTAR  wealthiest  and    liber ADMINN  and    birthplac of  countri  reform  and   open  programme.in  symbol move  xi chose to go to guangdong on  N trip   anoint ACTAR chief in  MONZ . on DAYZ  night   DIRECTZ  week offici microblog deni  remov of  new year letter  due to censorship  NONTOPIC  onlin rumour  false. remark drew critic from chines internet users. N DIRECTZ  week journalist disavow  from  stat ACTAR  on  microblog    NONTOPIC  taken  by manag ACTAR    and   pledg to go on AVERB  next day. N open letter  circul on  internet call for  guangdong propaganda chief  tuo zhen  to step   blame  for muzzl  SOURZ. photograph on microblog show banner  NONTOPIC   toxin of tuo isn t remov ..guangdong will  castrated.  sinc  time of reform  and   open   and    found of ACTAR    someon like tuo zhen  yan lieshan   retir veteran editor at DIRECTZ  week  NONTOPIC SOURZ by telephone.   arrog    gone overboard  and   constant violat regulations. xiao shu   former promin co ACTAR ator at  DIRECTZ  week ACTAR  NONTOPIC tuo requir  journalist submit topic for  to approv  and   yank issu   disliked.  detail illustr N problem.    establish within  guangdong ACTAR  system of prior censorship of  SOURZ  xiao NONTOPIC  call for tuo  removal. chines internet user alreadi cope  extens censorship  especi  polit sensit topic like human right  and   elit polit   and   popular foreign site facebook  twitter  and   googl own youtub  blocked. ACTAR shut  websit of  lead pro reform magazin on DAYZ   appar   ran  articl call for polit reform  and   constitut gover ACTAR   sensit topic for  ACTAR  brook  dissent.  addit NONTOPIC by sui lee wee  and   beijing newsroom  write by sui lee wee  edit by nick macfi"
"60",18871127,"jiangxi","guangdong","follow highlight  from nanfang ribao   tai yang pao   and   tung fang jih pao for  period N  MONZ  N. N AVERB ACTAR brutal in sub_guangdong. accord to  N  MONZ  unattribut SOURZ in popular  independ hk daili tai yang pao   near N angri ACTAR  blockad road in sub_guangdong  guangdong on N  MONZ  to AVERB  violent manner in  traffic cop crack  on  illeg solicit of passeng by motorbikes. SOURZ alleg thatth traffic ACTAR onfisc  motorbik of  elder coupl  madetheir live by collect garbag  yell    AVERB  old man to AVERB.  angri crowd AVERB   traffic cop use pepper spray to dispers  onlook  AVERB  N year old boy  and    N year old girl. ACTAR  dispers late in  even   local author sent score of polic ACTAR to  scene.chengguan  vendor AVERB in sub_guangdong. sub_guangdong nanfang dushi bao    popular  and   occasion outspoken daili ACTAR affili  nanfang ribao    daili ACTAR of  guangdong ADMINN cpc committe  on N  MONZ  N carri  SOURZ by staff correspond guo tao on  fight  dozen of urban manag ACTAR  enforc ACTAR    and   street vendor in sub_guangdong  luohu ADMINN on N  MONZ . SOURZ note  larg number of onlook AVERB  site to stop  ACTAR from take away  femal vendor    knock toth ground. standoff last   hour    femal vendor  sent toluohu hospital.follow  on site investig   ACTAR NONTOPIC   urban manag ACTAR    assault anyon  and    hand  incid  to  neighborhood authorities. nanhu neighborhood state     dozen law enforc ACTAR arriv  receiv  complaint from resid  someon  collect wast without  license.in  cours of  inspect   N side began to fight  ad  SOURZ. eath of teenag in ACTAR detent spark AVERB in jiangxi. popular  independ ACTAR daili tung fang jih pao on N  MONZ  NONTOPIC  N resid in sub_jiangxi ADMINN  jiangxi ADMINN  AVERB outsid  ADMINN gover ACTAR  ADMINN on N  MONZ   demand  investig   AVERB of  N year oldwho NONTOPIC AVERB suspici in ACTAR detent on suspicion of theft ACTAR sent to  scene of  AVERB to keep order    AVERB  reported. see vernacular file. tfjpNa  hainan ACTAR  AVERB  power plant construction. accord to  N  MONZ  SOURZ in popular  independ ACTAR daili tung fang jih pao    N ACTAR  in zhanfeng ADMINN hip  hainan ADMINN  took to  street on N  MONZ  in AVERB   construct of  coal power plant nearby.  AVERB   local ADMINN gover ACTAR  dispatch  N ACTAR to AVERB  road lead to  ADMINN   NONTOPIC  ACTAR  AVERB   ACTAR   and   anti AVERB ACTAR  fire tearga to dispers  ACTAR   NONTOPIC to   assault by  ACTAR   N ACTAR NONTOPIC AVERB   and    number of ACTAR  injured. see vernacular file. tfjpNb    file worthi item  note in pts NONTOPIC sourc today.....pt scan on  daili basi  follow sourc in chinese. hsin pao  ching chi jih pao  ming pao  wen wei po  ta kung pao  hsiang kang shang pao  tai yang pao  tung fang jih pao  feng huang wang  ping kuo jih pao  sing tao jih pao  phoenix newsline.attac ACTAR s"
"61",7322224,"qinghai","hubei","N tibetan migrant live in quak hit sub_jilin   qinghai   AVERB outsid  local gover ACTAR  ADMINN yesterday to demand  distribut of relief aid set asid for quak victims. howev   N hour AVERB end peac   gover ACTAR  offici agre to  demand.  ACTAR   origin from  nearbi ganzi ADMINN in sichuan ADMINN    live in sub_jilin for years. N ACTAR NONTOPIC  SOURZ by phone yesterday     receiv  gover ACTAR  aid sinc  quak struck on  MONZ  N     perman resid of sub_jilin. accord to  countri  household registr system   resid of  person determin whether     entitl to welfar  benefit given by  local gover ACTAR .  move  year ago from shiqu  ganzi  dege  and   baiyu   ACTAR NONTOPIC. N ADMINN  near  border of sub_jilin     jurisdict of sichuan.  declin to  name for fear of polit reprisal.  tibetan ACTAR  began AVERB outsid  gover ACTAR  ADMINN at Npm  and   AVERB  main road. agre to dispers N hour later  ACTAR promis to give  aid.    clashes.  director of sub_jilin  civil affair bureau held  meet  N ACTAR of  AVERB  and   agre to give    subsidi  local residents.   don t keep  promis   will take to  street    ACTAR NONTOPIC.  NONTOPIC   ask  gover ACTAR  to provid  N migrant from  N ADMINN   aid entitl ACTAR    sub_jilin perman resid    also victim of  earthquake.   N relat of  AVERB AVERB in  quak   NONTOPIC.    consid quak victim even though  hous in sub_jilin  AVERB   NONTOPIC. mean    entitl to live  and   reloc subsidies.   compens scheme  famili  lost member in  quak  entitl to N yuan  hk N  .everi sub_jilin resid  also allow to claim N yuan daili  and    N  reloc subsidi of N yuan. beijing earmark N yuan for emerg relief   quake. also pledg to set asid N billion yuan in reconstruct fund for sub_jilin  year.  han shopown from sichuan NONTOPIC han migrant also receiv littl assist from  gover ACTAR .    receiv even  bottl of water   packet of instant noodl sinc  quak   NONTOPIC. han migrant   involv in yesterday  demonstration.  shopown NONTOPIC N migrant  also upset   unfair distribut of relief material. heard  someon   connect  local ACTAR got  to N  N emerg tent   victim  like    came from elsewher got nothing.  gover ACTAR  in sub_jilin AVERB  deaf ear to us. just ignor  complaint  unfair distribut of relief resources. at  DIRECTZ  N peopl AVERB  and     N  left homeless   N. magnitud earthquake. SOURZ yesterday NONTOPIC   civil affair ACTAR  receiv donat total N.N billion yuan in cash  and   kind."
"62",13019183,"guangdong","guangdong","sub_guangdong.   N gay ACTAR in  DIRECTZ  ADMINN AVERB  week  recent action by  ACTAR to push  out of  park frequent by homosexuals.  AVERB  held DAYZ  night in peopl  park   far from  sub_guangdong ADMINN gover ACTAR  build  NONTOPIC ah qiang   volunt of  sub_guangdong base gay organization.  park  open for everyon  ah NONTOPIC.    allow to stay ..sometim   night   ACTAR  verbal AVERB  ACTAR   park guard ask  larg ACTAR to leav  premises.  video of  AVERB  later post at tudou.om  result in strong debat among local ACTAR .    eventu got  ACTAR to leav  park  ah NONTOPIC. park  accord to   ACTAR  and    organ    popular AVERB spot for male homosexuals. N gay peopl meet   day  ah NONTOPIC.  ACTAR   guangwei su ADMINN public secur station   declin to  identifi  NONTOPIC  move to ask homosexu to leav  park   prevent measur  gay peopl  alleg commit crime in  park.  increas number of local ACTAR   NONTOPIC us    harass by gay peopl in  park   unnam ACTAR NONTOPIC.  ACTAR also NONTOPIC homosexu  commit minor crime   robberi  and   stealing.  can hard distinguish    harass local ACTAR .     to push  of  out   NONTOPIC. ah qiang refut  ACTAR  claim  and   NONTOPIC  male homosexu   victim of crime    perpetrators.N gay peopl  rob in  park   NONTOPIC. ACTAR  protect us from  victim of  crime  instead of push us away  NONTOPIC ah   ad  fewer gay peopl dare to enter  park   ACTAR  recent action. ah NONTOPIC  ACTAR   N volunt in sub_guangdong  and    go to  park to educ other  safe sex.  also  discuss  gay peopl to behav decent in  park.otherwis   will  push away by ACTAR given  ADMINN  strengthen effort to prepar for next year  asian game   NONTOPIC.  gay peopl  and   volunt  question in  park  public secur hous for N hour   AVERB   NONTOPIC.  far   know   peopl   question in  public secur hous   set free  ah NONTOPIC.  copyright N by SOURZ"
